0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 4.52256e-10 4.52256e-12 2.04535e-21
6 4.52256e-10 4.52256e-12 2.04535e-21
7 4.52256e-10 4.52256e-12 2.04535e-21
8 4.52256e-10 4.52256e-12 2.04535e-21
9 9.13626e-09 9.58852e-11 8.35923e-19
10 9.13626e-09 9.58852e-11 8.35923e-19
11 9.13626e-09 9.58852e-11 8.35923e-19
12 2.35499e-08 3.31384e-10 6.33627e-18
13 2.35499e-08 3.35158e-10 6.33517e-18
14 2.35499e-08 3.35158e-10 6.33517e-18
15 2.47798e-07 2.82249e-09 6.18652e-16
16 2.47798e-07 3.03315e-09 6.22237e-16
17 2.47798e-07 3.27226e-09 6.25605e-16
18 8.29244e-07 1.1826e-08 7.44957e-15
19 1.0223e-06 2.16376e-08 1.76647e-14
20 1.19617e-06 4.30136e-08 3.99816e-14
21 1.19617e-06 5.8513e-08 5.56505e-14
22 1.48298e-05 1.99293e-07 2.23469e-12
23 1.48298e-05 4.50274e-07 4.70443e-12
24 1.48298e-05 7.80153e-07 8.18241e-12
25 0.000120409 2.12692e-06 1.54329e-10
26 0.000120409 2.95894e-06 2.07349e-10
27 0.000367237 6.419e-06 1.53338e-09
28 0.000367237 9.20505e-06 2.3751e-09
29 0.00062086 1.65561e-05 6.2494e-09
30 0.00062086 1.54087e-05 6.22469e-09
30 1.43051e-11 1.73459e-13 2.13002e-24
