0 -1 0.389114 0.639907 0.875757 0.342996 0.516603 0.541569 -0.0402893 -0.888885 0.482078 0.264513 0.230362 0.299205 -0.654131 0.478236 0.824141 -0.920789 0 138.911 10.2385 14.0121 5.48793 8.26564 8.66511 -0.644629 0.888923 11.8566 -5.88389 -6.1571 1.29921 0.345869 0.591294 0.729657 -0.768316 0 97.5597 0.838011 0.469397 -1.92984 -0.928328 -0.0353631 1.32941 7.62785 8.69251 -7.57169 -7.8504 1.04777 0.857394 0.380466 0.411938 -0.436513
1 -1 0.389114 0.639907 0.875757 0.342996 0.516603 0.541569 -0.0402893 -0.888885 0.482078 0.264513 0.230362 0.299205 -0.654131 0.478236 0.824141 -0.920789 0 138.911 10.2385 14.0121 5.48793 8.26564 8.66511 -0.644629 0.888923 11.8566 -5.88389 -6.1571 1.29921 0.345869 0.591294 0.729657 -0.768316 0 99.862 0.112388 3.06894 -0.0706855 -0.482493 -0.194886 1.49696 7.13203 9.10337 -8.21048 -7.29497 1.07916 0.86706 0.389673 0.397312 -0.448731
2 -1 0.721634 0.603459 0.84059 -0.171883 -0.914669 0.0389119 -0.528608 0.482728 0.761661 -0.780546 -0.500823 -0.251996 0.662677 0.567098 -0.68584 -0.0222833 0 172.163 9.65535 13.4494 -2.75012 -14.6347 0.62259 -8.45773 11.8618 14.0933 -14.2444 -12.0066 0.748004 1.66268 0.626839 0.125664 -0.408913 0 106.722 0.31815 3.53363 0.227428 -0.532985 -0.0796702 1.81132 7.38268 9.40474 -7.5811 -7.45125 1.06874 0.909196 0.373625 0.384338 -0.479638
3 -1 0.402496 0.632724 0.836068 0.477495 0.498503 0.500468 0.0267694 -0.800064 0.479489 0.280871 0.253732 0.301835 -0.69473 0.564079 0.840243 -0.802507 0 140.25 10.1236 13.3771 7.63992 7.97604 8.00749 0.428311 1.59949 11.8359 -5.75303 -5.97015 1.30183 0.30527 0.625632 0.736097 -0.721003 0 108.938 0.687522 3.86656 0.499919 0.186918 0.498713 0.13174 7.57094 9.46277 -7.62924 -7.27217 1.06416 0.958178 0.362769 0.364404 -0.484328
4 -1 0.402496 0.632724 0.836068 0.477495 0.498503 0.500468 0.0267694 -0.800064 0.479489 0.280871 0.253732 0.301835 -0.69473 0.564079 0.840243 -0.802507 0 140.25 10.1236 13.3771 7.63992 7.97604 8.00749 0.428311 1.59949 11.8359 -5.75303 -5.97015 1.30183 0.30527 0.625632 0.736097 -0.721003 0 108.036 0.546386 4.01329 0.4674 1.42419 0.868259 0.894692 8.33803 9.69318 -7.69336 -7.57527 1.08667 0.940096 0.351009 0.378439 -0.471854
5 -1 0.402496 0.632724 0.836068 0.477495 0.498503 0.500468 0.0267694 -0.800064 0.479489 0.280871 0.253732 0.301835 -0.69473 0.564079 0.840243 -0.802507 0 140.25 10.1236 13.3771 7.63992 7.97604 8.00749 0.428311 1.59949 11.8359 -5.75303 -5.97015 1.30183 0.30527 0.625632 0.736097 -0.721003 0 106.721 1.48481 3.04407 0.927736 1.4127 1.45187 0.382923 8.26747 9.41454 -7.74999 -7.65076 1.12463 0.91624 0.324169 0.367149 -0.465817
6 -1 0.402496 0.632724 0.836068 0.477495 0.498503 0.500468 0.0267694 -0.800064 0.479489 0.280871 0.253732 0.301835 -0.69473 0.564079 0.840243 -0.802507 0 140.25 10.1236 13.3771 7.63992 7.97604 8.00749 0.428311 1.59949 11.8359 -5.75303 -5.97015 1.30183 0.30527 0.625632 0.736097 -0.721003 0 111.511 1.47587 3.17377 0.77202 1.35485 0.902108 -0.544167 8.00013 9.21348 -8.15905 -7.5282 1.15025 0.911198 0.314725 0.383363 -0.467426
7 -1 0.402496 0.632724 0.836068 0.477495 0.498503 0.500468 0.0267694 -0.800064 0.479489 0.280871 0.253732 0.301835 -0.69473 0.564079 0.840243 -0.802507 0 140.25 10.1236 13.3771 7.63992 7.97604 8.00749 0.428311 1.59949 11.8359 -5.75303 -5.97015 1.30183 0.30527 0.625632 0.736097 -0.721003 0 105.23 2.00953 2.73004 1.46444 1.15595 0.475768 -0.392973 8.20397 9.10395 -8.56904 -7.21924 1.19632 0.932087 0.31687 0.400728 -0.455055
8 -1 0.657002 0.202394 0.276921 -0.147681 -0.158019 -0.339473 0.0271361 -0.788946 -0.370134 -0.834006 0.861241 0.626882 -0.888106 -0.401433 0.0364677 0.0278111 0 165.7 3.23831 4.43074 -2.36289 -2.52831 -5.43157 0.434178 1.68843 5.03893 -14.672 -1.11008 1.62688 0.111894 0.239427 0.414587 -0.388876 0 107.142 1.76036 2.29541 2.47745 1.78872 1.18762 -0.574925 7.91612 8.94229 -8.55511 -7.84209 1.24915 0.883696 0.314701 0.405201 -0.464521
9 -1 0.657002 0.202394 0.276921 -0.147681 -0.158019 -0.339473 0.0271361 -0.788946 -0.370134 -0.834006 0.861241 0.626882 -0.888106 -0.401433 0.0364677 0.0278111 0 165.7 3.23831 4.43074 -2.36289 -2.52831 -5.43157 0.434178 1.68843 5.03893 -14.672 -1.11008 1.62688 0.111894 0.239427 0.414587 -0.388876 0 106.229 2.06869 2.81858 2.1864 1.18952 1.44707 -0.115446 7.94181 8.59057 -8.5127 -7.89324 1.24332 0.883243 0.325623 0.411771 -0.460346
