50.02 0.992042 0.559406 0.0411482 0.998692 1 1 0.283648 0.999988 0.660494 0.999599
50.03 0.992043 0.559365 0.0411168 0.998692 1 1 0.283662 0.999988 0.67119 0.999577
50.04 0.992043 0.559319 0.0410839 0.998692 1 1 0.283675 0.999988 0.681853 0.999553
50.05 0.992043 0.559267 0.0410494 0.998691 1 1 0.283688 0.999988 0.692465 0.999528
50.06 0.992044 0.559209 0.0410134 0.998691 1 1 0.283701 0.999988 0.703011 0.999501
50.07 0.992044 0.559147 0.0409759 0.99869 1 1 0.283714 0.999988 0.713475 0.999472
50.08 0.992044 0.559079 0.0409371 0.99869 1 1 0.283727 0.999988 0.723841 0.999441
50.09 0.992045 0.559007 0.040897 0.99869 1 1 0.283739 0.999988 0.734094 0.999407
50.1 0.992045 0.558929 0.0408557 0.998689 1 1 0.283752 0.999988 0.744219 0.999371
50.11 0.992045 0.558847 0.0408132 0.998688 1 1 0.283764 0.999988 0.754203 0.999332
50.12 0.992046 0.558761 0.0407697 0.998688 1 1 0.283776 0.999988 0.764031 0.99929
50.13 0.992046 0.55867 0.0407251 0.998687 1 1 0.283788 0.999988 0.773691 0.999245
50.14 0.992046 0.558576 0.0406796 0.998687 1 1 0.2838 0.999988 0.783171 0.999196
50.15 0.992046 0.558477 0.0406333 0.998686 1 1 0.283811 0.999988 0.79246 0.999144
50.16 0.992047 0.558375 0.0405861 0.998685 1 1 0.283823 0.999988 0.801546 0.999088
50.17 0.992047 0.558269 0.0405382 0.998685 1 1 0.283834 0.999988 0.810422 0.999027
50.18 0.992047 0.558159 0.0404897 0.998684 1 1 0.283845 0.999988 0.819077 0.998961
50.19 0.992047 0.558047 0.0404406 0.998684 1 1 0.283855 0.999988 0.827506 0.99889
50.2 0.992047 0.557931 0.040391 0.998683 1 1 0.283866 0.999988 0.8357 0.998814
50.21 0.992048 0.557813 0.040341 0.998682 1 1 0.283876 0.999988 0.843654 0.998731
50.22 0.992048 0.557691 0.0402905 0.998681 1 1 0.283886 0.999988 0.851364 0.998642
50.23 0.992048 0.557568 0.0402398 0.998681 1 1 0.283895 0.999988 0.858826 0.998545
50.24 0.992048 0.557442 0.0401889 0.99868 1 1 0.283904 0.999988 0.866038 0.998441
50.25 0.992048 0.557314 0.0401378 0.998679 1 1 0.283913 0.999988 0.872997 0.998329
50.26 0.992048 0.557183 0.0400865 0.998679 1 1 0.283922 0.999988 0.879702 0.998207
50.27 0.992048 0.557051 0.0400352 0.998678 1 1 0.283931 0.999988 0.886154 0.998075
50.28 0.992048 0.556918 0.039984 0.998677 1 1 0.283939 0.999988 0.892353 0.997933
50.29 0.992049 0.556783 0.0399328 0.998676 1 1 0.283947 0.999988 0.898301 0.997779
50.3 0.992049 0.556646 0.0398817 0.998676 1 1 0.283954 0.999988 0.904001 0.997612
50.31 0.992049 0.556509 0.0398308 0.998675 1 1 0.283961 0.999988 0.909455 0.997431
50.32 0.992049 0.55637 0.0397801 0.998674 1 1 0.283968 0.999988 0.914667 0.997236
50.33 0.992049 0.556231 0.0397296 0.998673 1 1 0.283975 0.999988 0.919642 0.997024
50.34 0.992049 0.556091 0.0396795 0.998673 1 1 0.283981 0.999988 0.924384 0.996795
50.35 0.992049 0.555951 0.0396298 0.998672 1 1 0.283987 0.999988 0.928898 0.996547
50.36 0.992049 0.55581 0.0395804 0.998671 1 1 0.283993 0.999988 0.933191 0.996278
50.37 0.992049 0.555668 0.0395315 0.99867 1 1 0.283998 0.999988 0.937268 0.995987
50.38 0.992049 0.555527 0.0394831 0.99867 1 1 0.284003 0.999988 0.941135 0.995672
50.39 0.992049 0.555386 0.0394352 0.998669 1 1 0.284008 0.999988 0.9448 0.99533
50.4 0.992049 0.555244 0.0393878 0.998668 1 1 0.284012 0.999988 0.948269 0.99496
50.41 0.992049 0.555103 0.039341 0.998667 1 1 0.284016 0.999988 0.951549 0.994559
50.42 0.992049 0.554962 0.0392948 0.998667 1 1 0.28402 0.999988 0.954647 0.994125
50.43 0.992049 0.554822 0.0392493 0.998666 1 1 0.284023 0.999988 0.957571 0.993655
50.44 0.992049 0.554682 0.0392044 0.998665 1 1 0.284026 0.999988 0.960327 0.993146
50.45 0.992049 0.554543 0.0391601 0.998664 1 1 0.284029 0.999988 0.962922 0.992595
50.46 0.992049 0.554404 0.0391166 0.998664 1 1 0.284031 0.999988 0.965364 0.991999
50.47 0.992049 0.554267 0.0390738 0.998663 1 1 0.284034 0.999988 0.96766 0.991353
50.48 0.992048 0.55413 0.0390317 0.998662 1 1 0.284035 0.999988 0.969817 0.990654
50.49 0.992048 0.553994 0.0389903 0.998662 1 1 0.284037 0.999988 0.971842 0.989898
50.5 0.992048 0.553859 0.0389497 0.998661 1 1 0.284038 0.999988 0.97374 0.989079
50.51 0.992048 0.553725 0.0389099 0.99866 1 1 0.284039 0.999988 0.975519 0.988195
50.52 0.992048 0.553593 0.0388709 0.99866 1 1 0.284039 0.999988 0.977185 0.987238
50.53 0.992048 0.553461 0.0388326 0.998659 1 1 0.284039 0.999988 0.978744 0.986205
50.54 0.992048 0.553331 0.0387952 0.998658 1 1 0.284039 0.999988 0.980203 0.985088
50.55 0.992048 0.553203 0.0387585 0.998658 1 1 0.284039 0.999988 0.981565 0.983883
50.56 0.992047 0.553075 0.0387227 0.998657 1 1 0.284038 0.999988 0.982838 0.982581
50.57 0.992047 0.552949 0.0386876 0.998657 1 1 0.284037 0.999988 0.984027 0.981178
50.58 0.992047 0.552825 0.0386534 0.998656 1 1 0.284036 0.999988 0.985135 0.979664
50.59 0.992047 0.552702 0.03862 0.998655 1 1 0.284034 0.999988 0.986169 0.978033
50.6 0.992047 0.55258 0.0385875 0.998655 1 1 0.284032 0.999988 0.987133 0.976276
50.61 0.992047 0.552461 0.0385557 0.998654 1 1 0.28403 0.999988 0.988031 0.974386
50.62 0.992046 0.552342 0.0385248 0.998654 1 1 0.284028 0.999988 0.988867 0.972353
50.63 0.992046 0.552226 0.0384947 0.998653 1 1 0.284025 0.999988 0.989646 0.970167
50.64 0.992046 0.552111 0.0384654 0.998653 1 1 0.284022 0.999988 0.99037 0.967821
50.65 0.992046 0.551998 0.0384369 0.998652 1 1 0.284019 0.999988 0.991044 0.965303
50.66 0.992045 0.551887 0.0384093 0.998652 1 1 0.284015 0.999988 0.99167 0.962604
50.67 0.992045 0.551777 0.0383825 0.998651 1 1 0.284011 0.999988 0.992253 0.959713
50.68 0.992045 0.551669 0.0383565 0.998651 1 1 0.284007 0.999988 0.992795 0.95662
50.69 0.992045 0.551563 0.0383313 0.99865 1 1 0.284003 0.999988 0.993298 0.953314
50.7 0.992045 0.551459 0.0383069 0.99865 1 1 0.283998 0.999988 0.993765 0.949785
50.71 0.992044 0.551357 0.0382834 0.998649 1 1 0.283993 0.999988 0.994199 0.946021
50.72 0.992044 0.551257 0.0382606 0.998649 1 1 0.283988 0.999988 0.994602 0.942012
50.73 0.992044 0.551159 0.0382387 0.998648 1 1 0.283983 0.999988 0.994977 0.937747
50.74 0.992044 0.551063 0.0382176 0.998648 1 1 0.283978 0.999988 0.995324 0.933216
50.75 0.992043 0.550969 0.0381973 0.998647 1 1 0.283972 0.999988 0.995647 0.928409
50.76 0.992043 0.550876 0.0381779 0.998647 1 1 0.283966 0.999988 0.995947 0.923317
50.77 0.992043 0.550786 0.0381592 0.998647 1 1 0.28396 0.999988 0.996225 0.91793
50.78 0.992042 0.550699 0.0381414 0.998646 1 1 0.283953 0.999988 0.996483 0.912241
50.79 0.992042 0.550613 0.0381244 0.998646 1 1 0.283947 0.999988 0.996722 0.906243
50.8 0.992042 0.550529 0.0381083 0.998646 1 1 0.28394 0.999988 0.996944 0.899929
50.81 0.992042 0.550448 0.0380929 0.998645 1 1 0.283933 0.999988 0.997151 0.893294
50.82 0.992041 0.550369 0.0380785 0.998645 1 1 0.283926 0.999988 0.997342 0.886335
50.83 0.992041 0.550292 0.0380648 0.998645 1 1 0.283919 0.999988 0.99752 0.879049
50.84 0.992041 0.550218 0.038052 0.998644 1 1 0.283911 0.999988 0.997685 0.871434
50.85 0.99204 0.550146 0.0380401 0.998644 1 1 0.283903 0.999988 0.997838 0.863493
50.86 0.99204 0.550077 0.0380291 0.998644 1 1 0.283895 0.999988 0.99798 0.855227
50.87 0.99204 0.55001 0.0380189 0.998644 1 1 0.283887 0.999988 0.998112 0.84664
50.88 0.992039 0.549946 0.0380096 0.998643 1 1 0.283879 0.999988 0.998235 0.837739
50.89 0.992039 0.549884 0.0380013 0.998643 1 1 0.283871 0.999988 0.998349 0.828531
50.9 0.992039 0.549825 0.0379938 0.998643 1 1 0.283863 0.999988 0.998455 0.819026
50.91 0.992038 0.549769 0.0379873 0.998643 1 1 0.283854 0.999988 0.998553 0.809236
50.92 0.992038 0.549716 0.0379817 0.998643 1 1 0.283845 0.999988 0.998644 0.799174
50.93 0.992038 0.549666 0.0379772 0.998642 1 1 0.283836 0.999988 0.998729 0.788855
