50.01 -0.00739864 -0.0017603 2.55045 -0.00738629 -0.00174456 2.44688 -0.00737306 -0.00172961 2.39567 -0.00735768 -0.0017165 2.17698 -0.00733991 -0.00170689 1.96943 -0.00732067 -0.00170094 1.78157 -0.00730069 -0.00169864 1.59602 -0.00728069 -0.0016999 1.42523 -0.00726121 -0.00170452 1.25453 -0.00724305 -0.00171144 1.1618 -0.00722569 -0.00171995 1.0703 -0.00720923 -0.00172916 1.05126 -0.00719304 -0.00173863 1.03253 -0.00717701 -0.00174836 1.01838 -0.00716119 -0.00175828 1.00378 -0.00714469 -0.00176812 1.06227 -0.00712769 -0.00177696 1.11989 -0.00710872 -0.00178442 1.27121 -0.00708887 -0.00178895 1.42042 -0.00706857 -0.00179053 1.56511 -0.00704831 -0.00178923 1.70347 -0.00702824 -0.00178497 1.85463 -0.00700911 -0.00177789 1.99433 -0.00699094 -0.00176793 2.14806 -0.00697459 -0.00175558 2.28501 -0.00696006 -0.00174142 2.40024 -0.00694726 -0.0017259 2.50212 -0.00693575 -0.00170999 2.52705 -0.0069246 -0.00169388 2.54398 -0.00691313 -0.00167781 2.49831 -0.00690088 -0.00166231 2.44678 -0.00688777 -0.00164744 2.39018 -0.00687381 -0.00163335 2.33169 -0.00685842 -0.00162017 2.22495 -0.00684173 -0.00160871 2.11982 -0.00682308 -0.00159922 1.96187 -0.00680331 -0.00159273 1.81269 -0.00678301 -0.00158909 1.68299 -0.00676254 -0.00158799 1.56422 -0.00674223 -0.00158911 1.46656 -0.00672221 -0.00159207 1.38043 -0.00670264 -0.00159625 1.34005 -0.00668326 -0.00160112 1.30945 -0.00666397 -0.0016062 1.31743 -0.00664462 -0.00161105 1.33433 -0.00662512 -0.00161544 1.36535 -0.00660549 -0.00161917 1.40256 -0.00658568 -0.00162206 1.45236 -0.00656577 -0.00162399 1.50068 -0.00654576 -0.00162478 1.57149 -0.00652575 -0.00162445 1.62596
50.06 -0.0074027 -0.00177248 2.68806 -0.00739258 -0.00175522 2.58077 -0.00738143 -0.00173866 2.52562 -0.0073678 -0.0017237 2.30015 -0.00735126 -0.00171202 2.0847 -0.00733276 -0.00170396 1.88862 -0.00731305 -0.00169961 1.69473 -0.00729296 -0.00169897 1.51588 -0.00727309 -0.0017019 1.33738 -0.00725436 -0.00170745 1.23038 -0.00723641 -0.00171492 1.12531 -0.00721948 -0.00172339 1.08993 -0.00720295 -0.00173239 1.05538 -0.00718672 -0.0017419 1.02659 -0.00717084 -0.00175183 0.997854 -0.00715451 -0.00176185 1.0428 -0.0071378 -0.0017711 1.08717 -0.00711939 -0.00177925 1.21997 -0.0071001 -0.0017849 1.35084 -0.00708021 -0.00178802 1.47833 -0.00706016 -0.00178865 1.5999 -0.00703984 -0.00178654 1.74688 -0.00702013 -0.00178161 1.88362 -0.00700082 -0.00177348 2.05318 -0.00698328 -0.00176249 2.20611 -0.00696764 -0.00174928 2.33662 -0.00695386 -0.00173437 2.45365 -0.00694165 -0.00171887 2.49424 -0.00693005 -0.00170297 2.52652 -0.00691845 -0.00168701 2.49896 -0.00690636 -0.0016714 2.46524 -0.00689366 -0.0016562 2.42519 -0.00688035 -0.00164155 2.3826 -0.00686579 -0.00162758 2.28761 -0.00684999 -0.00161507 2.19281 -0.00683211 -0.00160424 2.03646 -0.00681286 -0.0015963 1.88566 -0.00679284 -0.00159122 1.75142 -0.00677243 -0.00158879 1.62602 -0.00675202 -0.00158874 1.51987 -0.00673182 -0.00159072 1.42451 -0.00671207 -0.00159415 1.37363 -0.00669253 -0.00159847 1.33247 -0.00667315 -0.00160322 1.32801 -0.00665378 -0.00160798 1.33261 -0.00663432 -0.00161252 1.35137 -0.00661476 -0.00161663 1.37699 -0.00659507 -0.00162013 1.41567 -0.00657525 -0.00162287 1.45422 -0.00655532 -0.00162468 1.51511 -0.00653533 -0.00162552 1.56203
50.11 -0.007405 -0.00178464 2.82098 -0.00739721 -0.00176621 2.71025 -0.00738825 -0.00174836 2.65134 -0.00737654 -0.00173182 2.42049 -0.00736145 -0.00171827 2.19855 -0.00734391 -0.00170819 1.99564 -0.0073247 -0.00170182 1.79489 -0.00730471 -0.00169923 1.60948 -0.00728459 -0.00170036 1.42477 -0.00726539 -0.0017044 1.30526 -0.00724689 -0.00171064 1.18846 -0.00722944 -0.0017182 1.1367 -0.0072125 -0.00172659 1.08634 -0.00719598 -0.00173576 1.04292 -0.00717994 -0.00174558 0.99992 -0.00716372 -0.00175564 1.03179 -0.00714723 -0.00176515 1.0632 -0.00712934 -0.00177378 1.1782 -0.0071106 -0.00178032 1.29126 -0.00709123 -0.00178473 1.40165 -0.00707154 -0.00178703 1.5065 -0.00705125 -0.0017869 1.64678 -0.00703127 -0.00178403 1.77812 -0.00701111 -0.00177783 1.95892 -0.00699253 -0.00176836 2.12416 -0.00697581 -0.00175628 2.26722 -0.00696101 -0.00174216 2.3972 -0.00694799 -0.0017272 2.45288 -0.0069358 -0.00171164 2.50002 -0.00692391 -0.00169587 2.49007 -0.00691182 -0.00168026 2.4736 -0.00689938 -0.00166487 2.44956 -0.00688655 -0.00164981 2.42222 -0.00687272 -0.00163526 2.3396 -0.00685773 -0.00162192 2.25584 -0.00684069 -0.00161 2.10512 -0.0068221 -0.00160077 1.95673 -0.0068025 -0.00159429 1.82112 -0.0067823 -0.00159048 1.69191 -0.00676191 -0.00158915 1.57915 -0.00674159 -0.00159001 1.47616 -0.00672166 -0.00159252 1.4149 -0.00670194 -0.00159613 1.36334 -0.00668244 -0.00160042 1.34581 -0.006663 -0.00160495 1.33771 -0.00664355 -0.00160951 1.344 -0.00662405 -0.00161388 1.3579 -0.00660445 -0.00161785 1.38537 -0.00658475 -0.00162128 1.41402 -0.00656491 -0.00162397 1.46477 -0.006545 -0.00162586 1.50389
50.16 -0.0074057 -0.00179651 2.94823 -0.00740028 -0.00177724 2.83436 -0.00739355 -0.00175843 2.77177 -0.00738387 -0.00174061 2.53683 -0.00737039 -0.00172541 2.30971 -0.007354 -0.00171347 2.10119 -0.0073355 -0.00170514 1.89486 -0.0073158 -0.00170061 1.70416 -0.0072956 -0.00169988 1.51458 -0.00727608 -0.00170229 1.38534 -0.00725711 -0.00170712 1.25962 -0.00723913 -0.00171361 1.19096 -0.00722173 -0.00172126 1.12441 -0.00720486 -0.00172996 1.06613 -0.00718859 -0.00173957 1.0086 -0.00717241 -0.00174955 1.02766 -0.00715609 -0.0017592 1.04632 -0.00713865 -0.00176817 1.14446 -0.00712045 -0.00177539 1.24064 -0.0071016 -0.00178086 1.33472 -0.00708238 -0.00178458 1.4237 -0.00706233 -0.0017862 1.5559 -0.00704233 -0.00178524 1.68045 -0.00702161 -0.00178095 1.86784 -0.00700219 -0.00177309 2.04144 -0.0069845 -0.00176231 2.19397 -0.0069687 -0.00174916 2.33421 -0.00695479 -0.00173487 2.4043 -0.0069419 -0.00171976 2.46553 -0.00692959 -0.00170428 2.47257 -0.00691734 -0.00168878 2.47246 -0.006905 -0.00167332 2.46318 -0.00689249 -0.001658 2.44943 -0.00687922 -0.00164308 2.3786 -0.0068649 -0.00162915 2.30516 -0.00684869 -0.00161644 2.16462 -0.00683086 -0.00160613 2.02357 -0.00681183 -0.00159838 1.89077 -0.006792 -0.00159318 1.76192 -0.00677177 -0.00159046 1.6457 -0.00675145 -0.00159002 1.53806 -0.00673137 -0.0015914 1.46552 -0.00671148 -0.00159412 1.40312 -0.00669181 -0.00159777 1.37097 -0.00667227 -0.00160195 1.34918 -0.00665278 -0.00160641 1.34243 -0.00663331 -0.00161092 1.34437 -0.0066138 -0.00161526 1.36063 -0.0065942 -0.00161927 1.37947 -0.0065745 -0.00162273 1.4203 -0.00655469 -0.00162554 1.45174
50.21 -0.0074059 -0.00180728 3.05792 -0.00740254 -0.00178755 2.93852 -0.0073977 -0.00176815 2.86654 -0.00738978 -0.00174953 2.63276 -0.00737786 -0.00173314 2.40602 -0.00736272 -0.00171972 2.19679 -0.00734517 -0.00170968 1.99094 -0.00732607 -0.00170331 1.80094 -0.00730616 -0.00170062 1.61412 -0.00728646 -0.00170117 1.47576 -0.00726712 -0.00170436 1.34253 -0.00724857 -0.00170956 1.25425 -0.00723064 -0.00171631 1.16963 -0.00721336 -0.00172443 1.09533 -0.00719679 -0.00173375 1.02259 -0.00718059 -0.00174357 1.02877 -0.00716439 -0.00175326 1.03477 -0.00714735 -0.00176246 1.11696 -0.00712965 -0.00177022 1.1973 -0.00711133 -0.00177657 1.2762 -0.00709262 -0.00178148 1.35048 -0.00707294 -0.00178462 1.47416 -0.00705309 -0.00178536 1.59132 -0.00703209 -0.00178291 1.78141 -0.00701205 -0.00177671 1.95967 -0.00699352 -0.00176732 2.11857 -0.00697677 -0.00175531 2.26605 -0.00696194 -0.00174184 2.34966 -0.00694827 -0.0017273 2.42387 -0.00693543 -0.00171222 2.44739 -0.00692291 -0.00169692 2.4628 -0.00691053 -0.00168149 2.46722 -0.00689819 -0.00166606 2.46573 -0.00688531 -0.00165093 2.40638 -0.00687152 -0.0016366 2.34299 -0.00685603 -0.00162331 2.21472 -0.00683895 -0.00161214 2.08379 -0.00682056 -0.00160325 1.95699 -0.00680123 -0.00159674 1.83205 -0.00678129 -0.00159262 1.7158 -0.00676109 -0.00159078 1.60688 -0.00674092 -0.00159088 1.52359 -0.00672088 -0.00159255 1.45095 -0.00670104 -0.00159541 1.40308 -0.00668137 -0.00159911 1.36693 -0.00666182 -0.00160335 1.34679 -0.00664235 -0.00160789 1.33666 -0.00662289 -0.00161248 1.34178 -0.00660339 -0.00161694 1.35094 -0.00658381 -0.00162104 1.38208 -0.00656414 -0.00162466 1.40603
50.26 -0.00740674 -0.0018171 3.13628 -0.00740486 -0.00179717 3.01111 -0.0074013 -0.0017775 2.92609 -0.00739464 -0.00175849 2.70209 -0.00738404 -0.00174139 2.48413 -0.00737016 -0.00172688 2.28172 -0.00735372 -0.00171543 2.08417 -0.00733551 -0.00170731 1.90213 -0.00731623 -0.00170258 1.72569 -0.00729657 -0.00170102 1.5787 -0.00727703 -0.00170227 1.43922 -0.00725787 -0.00170594 1.32718 -0.00723937 -0.00171162 1.22171 -0.0072216 -0.00171905 1.12976 -0.00720467 -0.001728 1.04093 -0.00718841 -0.0017376 1.03399 -0.00717227 -0.00174729 1.02743 -0.00715555 -0.00175663 1.09436 -0.0071383 -0.00176483 1.15977 -0.00712048 -0.00177191 1.2246 -0.00710229 -0.00177784 1.28539 -0.00708303 -0.0017823 1.40053 -0.00706346 -0.00178456 1.51013 -0.00704237 -0.00178383 1.69987 -0.00702192 -0.00177927 1.87959 -0.0070027 -0.00177135 2.04198 -0.00698507 -0.00176061 2.19374 -0.00696931 -0.00174808 2.28979 -0.00695483 -0.00173425 2.37572 -0.00694137 -0.00171966 2.41541 -0.00692846 -0.00170466 2.44579 -0.00691592 -0.00168935 2.46329 -0.00690361 -0.00167391 2.47337 -0.00689099 -0.00165866 2.42527 -0.00687759 -0.00164407 2.37187 -0.00686271 -0.00163036 2.25639 -0.0068463 -0.00161848 2.13671 -0.00682855 -0.00160862 2.01777 -0.00680976 -0.00160093 1.89907 -0.00679022 -0.00159548 1.78557 -0.00677024 -0.00159222 1.67818 -0.00675008 -0.00159097 1.58579 -0.00672994 -0.00159148 1.50436 -0.00670993 -0.00159344 1.44064 -0.00669012 -0.00159654 1.39014 -0.00667048 -0.00160046 1.35679 -0.00665098 -0.00160491 1.33481 -0.00663155 -0.00160964 1.32904 -0.00661213 -0.00161443 1.32875 -0.00659267 -0.00161905 1.35045 -0.00657313 -0.00162332 1.36712
50.31 -0.00740825 -0.00182707 3.18741 -0.00740737 -0.00180708 3.0605 -0.00740467 -0.00178727 2.96489 -0.00739896 -0.00176808 2.75675 -0.00738952 -0.00175048 2.55351 -0.00737689 -0.00173508 2.36349 -0.00736169 -0.00172236 2.17931 -0.00734457 -0.00171254 2.00978 -0.00732619 -0.00170571 1.84761 -0.00730685 -0.00170184 1.69405 -0.00728731 -0.00170088 1.55005 -0.00726757 -0.00170271 1.41042 -0.00724843 -0.00170712 1.2815 -0.00723012 -0.00171373 1.17031 -0.00721274 -0.00172222 1.0644 -0.00719633 -0.00173155 1.04401 -0.00718018 -0.00174116 1.0248 -0.00716371 -0.0017506 1.07673 -0.00714681 -0.00175914 1.12768 -0.00712943 -0.00176685 1.17914 -0.00711173 -0.00177366 1.22727 -0.00709292 -0.00177927 1.33354 -0.00707367 -0.00178289 1.43524 -0.00705266 -0.00178378 1.6217 -0.00703194 -0.00178085 1.79984 -0.00701215 -0.00177449 1.96297 -0.00699374 -0.00176515 2.1162 -0.00697703 -0.00175373 2.22365 -0.00696167 -0.00174074 2.32012 -0.00694749 -0.00172676 2.37625 -0.00693408 -0.00171214 2.42167 -0.00692126 -0.00169704 2.45234 -0.00690887 -0.00168166 2.47406 -0.00689638 -0.00166638 2.43731 -0.00688328 -0.0016516 2.39411 -0.00686889 -0.00163756 2.29153 -0.00685307 -0.00162509 2.18358 -0.00683594 -0.00161438 2.07359 -0.00681772 -0.00160563 1.96255 -0.00679863 -0.00159892 1.85373 -0.00677898 -0.00159428 1.74992 -0.00675891 -0.00159166 1.65041 -0.00673876 -0.00159093 1.56185 -0.00671861 -0.0015919 1.48273 -0.00669865 -0.0015943 1.4183 -0.00667891 -0.00159779 1.37219 -0.00665935 -0.00160205 1.33871 -0.00663991 -0.00160681 1.32236 -0.00662055 -0.00161181 1.31287 -0.00660118 -0.00161681 1.32531 -0.00658177 -0.00162161 1.33488
50.36 -0.00741032 -0.00183793 3.21571 -0.00741006 -0.00181793 3.09232 -0.00740793 -0.00179804 2.99101 -0.00740297 -0.00177875 2.80336 -0.0073946 -0.00176076 2.61943 -0.00738324 -0.00174459 2.44631 -0.0073694 -0.00173065 2.27947 -0.00735359 -0.00171914 2.12601 -0.00733638 -0.00171017 1.98095 -0.00731772 -0.0017038 1.82362 -0.00729846 -0.00170035 1.67711 -0.0072782 -0.00169998 1.50576 -0.0072584 -0.00170287 1.3506 -0.00723946 -0.00170848 1.21856 -0.00722152 -0.00171639 1.09438 -0.00720488 -0.00172536 1.06021 -0.00718861 -0.00173483 1.02812 -0.00717227 -0.00174428 1.06505 -0.00715564 -0.00175309 1.10166 -0.00713862 -0.00176131 1.14011 -0.00712134 -0.00176887 1.17604 -0.00710296 -0.0017755 1.27269 -0.00708406 -0.00178035 1.36577 -0.00706324 -0.00178275 1.54573 -0.00704241 -0.00178146 1.71902 -0.00702218 -0.00177675 1.88 -0.00700304 -0.00176898 2.03173 -0.00698539 -0.00175886 2.14937 -0.00696909 -0.00174692 2.2552 -0.00695407 -0.0017337 2.32848 -0.00694004 -0.00171957 2.38953 -0.00692681 -0.00170477 2.43401 -0.00691422 -0.00168951 2.46798 -0.00690174 -0.00167425 2.4432 -0.00688884 -0.00165935 2.41083 -0.00687484 -0.00164505 2.32159 -0.00685955 -0.00163207 2.22595 -0.00684301 -0.00162061 2.12584 -0.00682538 -0.00161087 2.02357 -0.00680681 -0.00160298 1.92088 -0.00678757 -0.001597 1.82222 -0.00676771 -0.00159297 1.71758 -0.00674762 -0.00159095 1.6236 -0.00672737 -0.00159081 1.52971 -0.00670728 -0.0015924 1.45185 -0.00668741 -0.00159535 1.39342 -0.00666777 -0.00159931 1.34871 -0.0066483 -0.00160397 1.32196 -0.00662895 -0.00160906 1.3034 -0.00660966 -0.00161432 1.30658 -0.00659035 -0.00161953 1.3091
50.41 -0.00741319 -0.00184949 3.21613 -0.00741307 -0.00182949 3.10146 -0.00741111 -0.00180959 2.99924 -0.00740659 -0.00179029 2.83674 -0.00739911 -0.00177205 2.67667 -0.00738896 -0.00175526 2.52486 -0.00737652 -0.00174026 2.37929 -0.00736219 -0.0017272 2.24547 -0.00734643 -0.00171618 2.12048 -0.00732883 -0.00170728 1.96214 -0.00731024 -0.0017012 1.81494 -0.00728975 -0.00169832 1.61227 -0.00726941 -0.00169937 1.43145 -0.00724983 -0.00170369 1.27875 -0.00723128 -0.00171077 1.13682 -0.00721424 -0.0017192 1.08722 -0.00719771 -0.0017284 1.04094 -0.00718136 -0.00173775 1.06214 -0.00716486 -0.00174671 1.08395 -0.0071481 -0.00175532 1.10919 -0.00713116 -0.0017635 1.13296 -0.00711317 -0.00177099 1.21897 -0.00709464 -0.00177693 1.30249 -0.00707414 -0.00178072 1.47279 -0.00705335 -0.00178104 1.63798 -0.00703285 -0.00177803 1.79376 -0.00701313 -0.001772 1.94093 -0.00699458 -0.00176341 2.06682 -0.00697732 -0.00175274 2.18031 -0.00696135 -0.00174046 2.27113 -0.00694657 -0.00172698 2.34824 -0.0069328 -0.00171258 2.40715 -0.00691986 -0.00169754 2.45404 -0.00690728 -0.00168238 2.44216 -0.00689445 -0.00166742 2.42154 -0.00688075 -0.00165292 2.34648 -0.00686593 -0.00163952 2.26402 -0.00684995 -0.00162739 2.17482 -0.00683293 -0.00161675 2.08245 -0.00681493 -0.00160773 1.98721 -0.00679619 -0.00160044 1.89506 -0.00677666 -0.00159501 1.7875 -0.00675673 -0.00159161 1.6899 -0.00673646 -0.00159026 1.58232 -0.00671626 -0.00159092 1.49174 -0.00669627 -0.00159319 1.4214 -0.00667651 -0.00159671 1.36571 -0.00665698 -0.00160113 1.32856 -0.00663762 -0.00160618 1.30091 -0.00661835 -0.00161156 1.2946 -0.00659912 -0.00161704 1.28999
50.46 -0.00741736 -0.00186182 3.18015 -0.00741672 -0.00184183 3.07953 -0.00741437 -0.001822 2.98096 -0.00740985 -0.0018028 2.84929 -0.00740293 -0.00178447 2.71844 -0.00739379 -0.00176727 2.59306 -0.00738271 -0.00175144 2.47367 -0.00736997 -0.00173704 2.36423 -0.00735591 -0.00172417 2.26393 -0.00733982 -0.00171284 2.10908 -0.00732237 -0.00170409 1.96494 -0.00730207 -0.00169837 1.73351 -0.00728139 -0.00169718 1.52837 -0.00726122 -0.00169983 1.3553 -0.00724198 -0.00170572 1.19581 -0.00722438 -0.00171336 1.12839 -0.00720741 -0.00172208 1.06591 -0.0071909 -0.00173117 1.07028 -0.00717439 -0.00174014 1.07642 -0.00715775 -0.001749 1.08781 -0.00714105 -0.00175764 1.09894 -0.00712342 -0.00176583 1.17335 -0.00710525 -0.00177268 1.24643 -0.00708518 -0.0017777 1.40445 -0.00706462 -0.00177954 1.55877 -0.00704404 -0.00177826 1.7065 -0.00702394 -0.00177406 1.8463 -0.00700464 -0.00176719 1.97765 -0.00698647 -0.00175803 2.09658 -0.0069695 -0.00174691 2.20445 -0.00695385 -0.00173423 2.29748 -0.00693939 -0.00172038 2.37095 -0.00692597 -0.00170567 2.43115 -0.00691312 -0.00169069 2.43305 -0.00690024 -0.00167576 2.4251 -0.00688674 -0.00166115 2.36508 -0.00687231 -0.00164741 2.29672 -0.00685686 -0.0016347 2.21948 -0.00684043 -0.00162326 2.1381 -0.00682305 -0.0016132 2.05152 -0.00680489 -0.00160467 1.96703 -0.00678579 -0.00159785 1.85886 -0.00676615 -0.00159306 1.75943 -0.00674595 -0.00159041 1.64079 -0.0067257 -0.00158999 1.5391 -0.0067056 -0.00159142 1.45754 -0.00668572 -0.00159433 1.39109 -0.00666609 -0.00159835 1.34332 -0.00664666 -0.0016032 1.30637 -0.00662739 -0.00160856 1.28992 -0.00660819 -0.00161418 1.27783
