0.005 -5.17175e-29 1.10709e-29 8.79539e-30 1.55085e-30 6.76269e-31 2.52202e-31 -4.79769e-33 3.67487e-31 1.18861e-31 -1.51011e-30 -5.64303e-31 -1.17258e-30 8.34344e-31 -1.50634e-30 9.59717e-31 2.03773e-30 -2.12819e-30 2.57878e-30 3.92764e-30 -2.53705e-30 1.02518e-29 5.32396e-30 -3.98611e-29
0.055 -0.167898 -0.242297 -0.090189 -0.022432 0.00448039 0.0124436 0.012402 0.00958883 0.0064487 0.00391562 0.00219785 0.00119466 0.00070716 0.000545835 0.000562688 0.000664911 0.00081025 0.000998398 0.00125371 0.00156506 0.00177162 0.00112028 -0.00309418
0.105 -0.676135 -0.757724 -0.329736 -0.117262 -0.0199401 0.0219051 0.0368674 0.0369727 0.031026 0.023584 0.0167804 0.0114188 0.0076185 0.00518983 0.0038428 0.00329892 0.00334494 0.00384502 0.00469855 0.00586294 0.00664842 0.00447091 -0.00727059
0.155 -1.04699 -1.22496 -0.621695 -0.286108 -0.112768 -0.0178853 0.0343953 0.0544836 0.0570402 0.0510487 0.0417964 0.0322219 0.0238044 0.0171519 0.0123807 0.00934343 0.00777471 0.00734872 0.00761879 0.0103618 0.0141426 0.0107473 -0.00778096
0.205 -1.27749 -1.60733 -0.931354 -0.511584 -0.266488 -0.109244 -0.00642711 0.0476264 0.0706575 0.0750099 0.069054 0.0583399 0.0463727 0.0352232 0.0259627 0.0189058 0.0138535 0.0101844 0.00669369 0.0138193 0.0289436 0.0245042 -0.00417539
0.255 -1.39413 -1.90258 -1.22808 -0.763369 -0.459298 -0.241205 -0.0840963 0.0120606 0.0647635 0.0877216 0.0914361 0.0838838 0.0708117 0.0561586 0.0423831 0.0305471 0.0206307 0.0116508 0.0013138 0.0162038 0.0520499 0.0464636 0.00255687
0.305 -1.44397 -2.0842 -1.45159 -0.978758 -0.641067 -0.379359 -0.178075 -0.0427359 0.0412196 0.0865566 0.104238 0.103683 0.0923882 0.0760505 0.0586798 0.0423794 0.0275484 0.0129934 -0.00426387 0.0182991 0.074876 0.0684651 0.0102004
0.355 -1.48969 -2.1785 -1.59022 -1.12674 -0.776361 -0.491281 -0.262257 -0.0986376 0.0106655 0.0762885 0.10832 0.11642 0.108889 0.0925999 0.0729079 0.0531527 0.0344274 0.0156055 -0.00593774 0.0209054 0.0892553 0.0832305 0.017775
0.405 -1.54898 -2.23287 -1.67514 -1.22137 -0.865859 -0.569637 -0.326013 -0.145017 -0.0182488 0.0628531 0.10706 0.123513 0.120489 0.105375 0.0844844 0.0625194 0.041449 0.0202659 -0.00223507 0.0244264 0.0927933 0.0887391 0.0253777
0.455 -1.62486 -2.29561 -1.74717 -1.29111 -0.921917 -0.617435 -0.36934 -0.179867 -0.0426509 0.0490816 0.102749 0.126534 0.128125 0.114882 0.0936879 0.0708178 0.0491854 0.0274763 0.00662713 0.0289117 0.0869139 0.0859796 0.0326254
