50.01 -5.78228 -8.47384 -8.28101 -4.38442 4.99773 9.65497 5.48569 -2.46432 -6.39435 -4.51141 -0.604978 0.873418 0.907917 1.52695 1.49477 0.574841 -0.568422 -1.23856 -1.42412 -1.72331 -2.16016 -2.14384 -1.58902
50.06 -6.21237 -8.98877 -8.75297 -4.78126 4.60937 9.28349 5.38295 -2.00269 -5.67249 -4.10449 -0.90669 0.230696 0.493917 1.55393 1.71978 0.77388 -0.393952 -1.11242 -1.36689 -1.67707 -2.05095 -2.01027 -1.4615
50.11 -6.59595 -9.43218 -9.14678 -5.1345 4.16282 8.79781 5.22133 -1.4958 -4.86033 -3.64444 -1.20337 -0.432009 0.0583066 1.56272 1.93109 0.963862 -0.220704 -0.981727 -1.30118 -1.61832 -1.92652 -1.85957 -1.31784
50.16 -6.93812 -9.8138 -9.46873 -5.44564 3.65831 8.1946 4.99814 -0.944396 -3.95504 -3.1347 -1.49758 -1.10965 -0.395276 1.55319 2.12688 1.1441 -0.0472205 -0.844252 -1.22543 -1.54668 -1.78832 -1.69471 -1.16169
50.21 -7.24248 -10.141 -9.72462 -5.71771 3.09355 7.46845 4.71011 -0.348779 -2.9509 -2.57485 -1.79586 -1.8063 -0.868023 1.52628 2.30739 1.31529 0.128779 -0.697373 -1.1381 -1.46177 -1.63704 -1.51754 -0.995602
50.26 -7.51057 -10.4177 -9.91798 -5.95536 2.463 6.61242 4.35233 0.287947 -1.84448 -1.95982 -2.1024 -2.53032 -1.3629 1.48337 2.47191 1.47735 0.308996 -0.53895 -1.03816 -1.36339 -1.47267 -1.32871 -0.821022
50.31 -7.74064 -10.6431 -10.0489 -6.16625 1.75556 5.61652 3.91406 0.953872 -0.643035 -1.2824 -2.4071 -3.27701 -1.87529 1.42383 2.61261 1.62496 0.491495 -0.369214 -0.926057 -1.25177 -1.2943 -1.12739 -0.638022
50.36 -7.92692 -10.8122 -10.1163 -6.3623 0.95662 4.46978 3.37804 1.62491 0.628636 -0.541546 -2.68217 -4.0153 -2.38605 1.34402 2.71354 1.74635 0.669212 -0.19214 -0.804629 -1.12804 -1.10031 -0.91127 -0.445328
50.41 -8.06311 -10.9221 -10.1271 -6.55565 0.0641692 3.17493 2.73338 2.26932 1.92503 0.246226 -2.89768 -4.6973 -2.86621 1.23973 2.75791 1.82829 0.832456 -0.0146616 -0.679189 -0.994781 -0.88908 -0.677265 -0.24086
50.46 -8.15432 -10.9199 -10.0254 -6.71298 -0.918154 1.75781 1.99139 2.85557 3.18176 1.03994 -3.04283 -5.27942 -3.28459 1.11045 2.73676 1.8626 0.972374 0.154475 -0.557649 -0.856741 -0.660014 -0.422465 -0.0225515
50.51 -8.12388 -10.6282 -9.65921 -6.76847 -1.98159 0.265599 1.18911 3.36351 4.3351 1.78766 -3.12932 -5.73617 -3.615 0.960727 2.65188 1.84947 1.084 0.307025 -0.448969 -0.720254 -0.413979 -0.145096 0.210658
50.56 -7.91588 -10.092 -9.10679 -6.72976 -3.02918 -1.22536 0.374671 3.78798 5.34837 2.45823 -3.16696 -6.06032 -3.85277 0.785327 2.50174 1.79016 1.16743 0.442159 -0.354348 -0.586187 -0.14984 0.156329 0.459157
50.61 -7.51088 -9.32799 -8.37858 -6.57013 -4.01232 -2.67136 -0.421236 4.12785 6.20362 3.03443 -3.15902 -6.24724 -3.99879 0.577826 2.28462 1.68589 1.22343 0.560329 -0.273215 -0.454109 0.133598 0.483005 0.723284
50.66 -6.89473 -8.31977 -7.44868 -6.25792 -4.92307 -4.06769 -1.18738 4.38712 6.90127 3.51602 -3.09802 -6.29242 -4.0592 0.331513 1.99763 1.53678 1.25276 0.662941 -0.203469 -0.322631 0.437205 0.835579 1.00321
50.71 -6.06337 -7.0336 -6.27141 -5.75537 -5.78179 -5.44596 -1.93496 4.56911 7.45279 3.9171 -2.96836 -6.19221 -4.04313 0.0410461 1.63737 1.34108 1.25429 0.750305 -0.142986 -0.190294 0.761529 1.21448 1.29924
50.76 -5.03297 -5.48596 -4.85014 -5.04808 -6.59166 -6.82518 -2.68736 4.66672 7.86653 4.25457 -2.75811 -5.95109 -3.96031 -0.29257 1.20577 1.09758 1.22184 0.816175 -0.0942012 -0.0584181 1.10628 1.62041 1.61246
50.81 -3.85058 -3.79473 -3.29687 -4.19123 -7.29258 -8.13875 -3.44292 4.66291 8.1363 4.53009 -2.47582 -5.59206 -3.82085 -0.654399 0.721482 0.813026 1.14384 0.842929 -0.0692004 0.0654225 1.469 2.05414 1.94467
50.86 -2.59548 -2.09825 -1.75285 -3.2863 -7.8154 -9.27319 -4.16017 4.54973 8.25305 4.73223 -2.14647 -5.15085 -3.63526 -1.01669 0.220993 0.504976 1.00935 0.807533 -0.0864604 0.168542 1.84352 2.51411 2.29656
50.91 -1.35094 -0.489766 -0.314783 -2.42354 -8.14141 -10.1537 -4.79285 4.33226 8.21637 4.85122 -1.79336 -4.65849 -3.41246 -1.35157 -0.25878 0.192411 0.815422 0.696002 -0.159361 0.23915 2.21867 2.9924 2.66485
50.96 -0.177204 0.97873 0.967293 -1.65409 -8.28717 -10.7581 -5.31291 4.02014 8.03178 4.88282 -1.43108 -4.1334 -3.15793 -1.6408 -0.696251 -0.113509 0.568936 0.510896 -0.288765 0.271196 2.57926 3.47381 3.04126
51.01 0.890986 2.28162 2.07569 -0.991245 -8.27654 -11.0972 -5.7091 3.62528 7.70769 4.82679 -1.06765 -3.58385 -2.87387 -1.8766 -1.08596 -0.409978 0.282456 0.267096 -0.465016 0.264638 2.90957 3.93965 3.41441
51.06 1.83769 3.41104 3.01345 -0.42391 -8.12958 -11.197 -5.98058 3.16328 7.25553 4.68589 -0.707945 -3.01332 -2.56104 -2.05792 -1.43034 -0.698469 -0.0318685 -0.0170114 -0.674401 0.223032 3.19662 4.37235 3.77248
51.11 2.65969 4.37163 3.79537 0.0693326 -7.86187 -11.0885 -6.13205 2.65318 6.68983 4.46538 -0.356069 -2.42481 -2.22076 -2.1861 -1.73151 -0.980653 -0.366417 -0.326691 -0.904662 0.151236 3.43182 4.75817 4.10507
51.16 3.36118 5.17515 4.44043 0.509899 -7.48637 -10.8012 -6.17068 2.11531 6.02767 4.17251 -0.0164583 -1.8232 -1.85595 -2.26236 -1.9875 -1.25546 -0.718475 -0.654377 -1.14778 0.0542945 3.61135 5.08793 4.40385
51.21 3.94997 5.83587 4.96629 0.913631 -7.01472 -10.3601 -6.10421 1.5689 5.28758 3.81607 0.305923 -1.21582 -1.47121 -2.28736 -2.19296 -1.51746 -1.08758 -0.9997 -1.40033 -0.0627622 3.73571 5.3566 4.66258
51.26 4.4345 6.36684 5.38618 1.28919 -6.45767 -9.78481 -5.94 1.03033 4.48858 3.40583 0.60587 -0.611994 -1.07252 -2.26188 -2.34191 -1.75734 -1.47202 -1.36662 -1.6623 -0.194902 3.80859 5.5624 4.87687
51.31 4.82149 6.77727 5.70741 1.63838 -5.82509 -9.08924 -5.68422 0.512882 3.64973 2.95219 0.878195 -0.022485 -0.667215 -2.18819 -2.43138 -1.967 -1.86485 -1.75527 -1.93301 -0.337001 3.83226 5.70386 5.0432
51.36 5.11491 7.07176 5.93205 1.95836 -5.12581 -8.2833 -5.34236 0.02626 2.78902 2.46536 1.11797 0.541155 -0.263655 -2.06947 -2.46008 -2.13694 -2.25643 -2.16345 -2.21251 -0.486555 3.81177 5.78184 5.1593
51.41 5.31569 7.25003 6.05767 2.24309 -4.36796 -7.37456 -4.91968 -0.423121 1.92244 1.95461 1.32087 1.06789 0.130086 -1.90801 -2.42577 -2.25505 -2.63873 -2.59261 -2.50286 -0.641402 3.75548 5.79996 5.22484
51.46 5.42183 7.3062 6.07655 2.48289 -3.56062 -6.37036 -4.42145 -0.830654 1.06453 1.42854 1.48388 1.54816 0.50573 -1.70836 -2.33094 -2.31879 -2.99976 -3.03242 -2.8003 -0.800196 3.66299 5.75814 5.2394
51.51 5.43018 7.23053 5.97714 2.66509 -2.71513 -5.28004 -3.8543 -1.19384 0.227721 0.895025 1.60601 1.97483 0.854579 -1.47947 -2.18587 -2.33811 -3.32193 -3.45374 -3.09028 -0.964457 3.52177 5.64961 5.20046
51.56 5.3407 7.01531 5.74984 2.77762 -1.84493 -4.11624 -3.22769 -1.5147 -0.580956 0.359429 1.68863 2.34567 1.17171 -1.22845 -1.99835 -2.31589 -3.59589 -3.83952 -3.35946 -1.13268 3.3261 5.46951 5.10481
51.61 5.15937 6.65917 5.38999 2.81042 -0.965633 -2.89446 -2.55305 -1.79962 -1.36061 -0.175725 1.73584 2.66397 1.45615 -0.962255 -1.77808 -2.25732 -3.81283 -4.17224 -3.59409 -1.30367 3.06708 5.20904 4.94628
51.66 4.89953 6.17182 4.90282 2.75914 -0.0930792 -1.63158 -1.84254 -2.06046 -2.119 -0.711942 1.75437 2.93846 1.71121 -0.686936 -1.53572 -2.16825 -3.96498 -4.43525 -3.77942 -1.47537 2.73363 4.85423 4.71277
51.71 4.58021 5.5752 4.30572 2.62761 0.758702 -0.344674 -1.10784 -2.3137 -2.87249 -1.25448 1.75288 3.181 1.94298 -0.407527 -1.282 -2.05443 -4.04581 -4.61342 -3.90006 -1.64357 2.31572 4.38818 4.38547
51.76 4.22169 4.89945 3.6263 2.42655 1.57699 0.94705 -0.360546 -2.57368 -3.63658 -1.8072 1.73944 3.4006 2.15612 -0.129553 -1.02752 -1.92173 -4.05124 -4.69504 -3.94248 -1.80072 1.81188 3.80048 3.94624
51.81 3.8372 4.1723 2.89579 2.16776 2.34695 2.21988 0.386774 -2.84241 -4.40976 -2.36411 1.71881 3.59764 2.34939 0.138906 -0.783175 -1.77691 -3.98205 -4.67575 -3.90078 -1.93696 1.23746 3.10117 3.39462
51.86 3.41053 3.39637 2.1385 1.85656 3.05036 3.45225 1.12304 -3.10692 -5.16893 -2.90789 1.69215 3.76487 2.51611 0.387917 -0.559174 -1.62748 -3.84538 -4.5614 -3.7805 -2.04392 0.622999 2.32329 2.75592
51.91 2.84189 2.50435 1.34289 1.47786 3.67677 4.64583 1.84952 -3.34282 -5.87959 -3.41745 1.65775 3.89253 2.64802 0.608684 -0.362439 -1.4796 -3.65267 -4.36594 -3.59551 -2.11828 0.00152061 1.50868 2.06854
51.96 1.97319 1.37524 0.429041 0.990025 4.25117 5.82787 2.58468 -3.51735 -6.50594 -3.87557 1.61094 3.97116 2.73813 0.796511 -0.193509 -1.33448 -3.41489 -4.1059 -3.36266 -2.16325 -0.604085 0.690957 1.3658
52.01 0.859981 0.0134802 -0.661348 0.397798 4.7902 6.97441 3.32123 -3.61206 -7.02336 -4.27191 1.54663 3.99507 2.78439 0.953851 -0.0443541 -1.18599 -3.13848 -3.79539 -3.09682 -2.18567 -1.18354 -0.110941 0.667365
52.06 -0.294871 -1.44229 -1.87501 -0.256658 5.25979 8.01016 4.01445 -3.63596 -7.42408 -4.60061 1.46228 3.96349 2.78873 1.08639 0.0947892 -1.02794 -2.82945 -3.44607 -2.80735 -2.18777 -1.72833 -0.883406 -0.0140841
52.11 -1.38168 -2.85654 -3.09686 -0.925878 5.62291 8.87678 4.61997 -3.60944 -7.70978 -4.85713 1.35668 3.87712 2.75317 1.19841 0.229951 -0.859049 -2.49647 -3.06913 -2.49984 -2.16719 -2.2278 -1.61235 -0.666425
