0.01 8.07247e-15 8.07247e-15 -3.68335e-15 -3.68335e-15 -3.66599e-15 2.1974e-14 2.1974e-14 2.19794e-14 -3.66477e-14 -3.66477e-14 -3.66463e-14 2.19905e-14 2.19905e-14 2.19931e-14 2.19693e-14 2.19693e-14 2.19483e-14 2.5559e-14 2.5559e-14 2.55098e-14 0.499891 0.168225 0.56276 0.113383 0.348904 0.880329 0.485665 0.80213 0.468552 0.856419 0.450921 0.774005 0.413312 0.890708 0.424322 0.88578 0.386398 0.881434 0.367817 0.893471 0.356941 0.801947 0.450747 0.8793 0.471855 0.836507 0.316869 0.896389 0.393599 0.883038 0.413228 0.879669 0.374473 0.828511 0.513065 0.8612 0.342424 0.819794 0.328986 0.882563 0.0275674 0.0274147 0.0269931 0.0268436 0.0264188 0.0262724 0.0258445 0.0257013 0.0252702 0.0251302 0.0246958 0.024559 -0.023786 -0.0129505 -0.0232197 -0.0143385 -0.0226533 -0.0156438 -0.0124591 -0.0194363 -0.0121397 -0.0185727 -0.0118202 -0.0177284 -0.0187621 -0.0200816 -0.0182409 -0.0179431 -0.0177197 -0.015895 -0.0144898 -0.012026 -0.0140507 -0.0158181 -0.0136116 -0.0193504 -0.0154222 -0.0145785 -0.0149081 -0.0139471 -0.014394 -0.0133257 -0.00921801 -0.0136542 -0.0088766 -0.0142901 -0.00853519 -0.0148381
0.05 0.0466409 0.0459399 0.160232 0.145449 0.120374 -0.00977275 0.00171022 -0.0161534 -0.00661485 -0.0041357 -0.00431183 -0.0041231 -0.00420921 -0.00374695 -0.00275889 -0.00275815 -0.0022884 -0.00141962 -0.00141945 -0.00103363 0.427498 0.198081 0.490708 0.131348 0.370198 0.836952 0.493215 0.785224 0.474155 0.802967 0.446955 0.717934 0.428985 0.873132 0.427601 0.842087 0.408513 0.835001 0.383383 0.880152 0.381419 0.750723 0.447202 0.832132 0.457673 0.821272 0.351407 0.857931 0.415713 0.838087 0.412536 0.865557 0.390437 0.777667 0.505086 0.80646 0.356246 0.811488 0.342557 0.842066 0.109551 0.107709 0.107268 0.105465 0.104986 0.103221 0.102704 0.100977 0.100421 0.0987334 0.0981391 0.0964895 -0.0903351 -0.0503849 -0.0881842 -0.0543593 -0.0860334 -0.0580813 -0.0459471 -0.0761386 -0.044769 -0.0721326 -0.0435908 -0.0682347 -0.0703449 -0.0794594 -0.0683908 -0.0686168 -0.0664368 -0.0582677 -0.0558267 -0.0493918 -0.054135 -0.0617174 -0.0524433 -0.0731792 -0.0578734 -0.0587452 -0.0559443 -0.0541206 -0.0540152 -0.0496799 -0.0346718 -0.0543285 -0.0333877 -0.0559375 -0.0321035 -0.0572681
0.09 0.149812 0.146999 0.508874 0.449857 0.384087 -0.0293372 0.0197977 -0.0462891 -0.0134846 -0.00711069 -0.00682433 -0.00829467 -0.00824563 -0.00758366 -0.00555402 -0.00559585 -0.00464373 -0.00290188 -0.00289751 -0.00211435 0.37047 0.227192 0.432058 0.147878 0.393067 0.785334 0.504161 0.765465 0.483408 0.742787 0.447693 0.660186 0.442659 0.851071 0.433105 0.790919 0.42538 0.779445 0.398201 0.863604 0.400812 0.696628 0.448796 0.776671 0.451438 0.803364 0.378639 0.811366 0.433312 0.783874 0.416212 0.848713 0.403839 0.722943 0.500776 0.743647 0.369843 0.79865 0.355879 0.794665 0.159789 0.154676 0.156461 0.151454 0.153132 0.148231 0.149803 0.145009 0.146474 0.141786 0.143145 0.138564 -0.12203 -0.0701507 -0.119125 -0.0729397 -0.116219 -0.0755113 -0.0593176 -0.107856 -0.0577966 -0.100598 -0.0562756 -0.0935769 -0.0939728 -0.113944 -0.0913625 -0.0944882 -0.0887521 -0.0759637 -0.0761524 -0.0729501 -0.0738447 -0.086616 -0.0715371 -0.0992897 -0.07731 -0.0855688 -0.074733 -0.0755305 -0.072156 -0.0659879 -0.0456527 -0.078254 -0.0439618 -0.078903 -0.042271 -0.0792791
0.13 0.253979 0.248356 0.865117 0.733514 0.647066 -0.0584198 0.0613656 -0.0693327 -0.011808 -0.00945313 -0.00513614 -0.00926781 -0.00798937 -0.00797539 -0.00578124 -0.00599927 -0.00493936 -0.00309306 -0.00307242 -0.00224455 0.326498 0.255311 0.385556 0.162805 0.418625 0.727279 0.518933 0.742302 0.496377 0.679294 0.451785 0.603134 0.455495 0.824135 0.439932 0.734543 0.438977 0.71744 0.412176 0.843183 0.416825 0.642139 0.453401 0.715463 0.450396 0.782144 0.400518 0.758291 0.447737 0.722742 0.422512 0.828428 0.415637 0.667042 0.499103 0.676596 0.383047 0.781087 0.368941 0.742066 0.190926 0.181232 0.186949 0.177457 0.182971 0.173681 0.178993 0.169905 0.175016 0.16613 0.171038 0.162354 -0.129243 -0.0771051 -0.126166 -0.0761624 -0.123089 -0.0751761 -0.0588507 -0.122659 -0.0573417 -0.111769 -0.0558327 -0.101287 -0.0988083 -0.131707 -0.0960636 -0.104106 -0.0933189 -0.0778736 -0.0813156 -0.0862003 -0.0788514 -0.0970932 -0.0763873 -0.107142 -0.0811901 -0.100235 -0.0784838 -0.0842522 -0.0757774 -0.0691409 -0.0462057 -0.0907395 -0.0444944 -0.0891118 -0.0427831 -0.0873508
0.17 0.337377 0.329311 1.16247 0.932019 0.848876 -0.100026 0.12736 -0.0724594 7.99004e-05 -0.0175744 -0.00415268 -0.00926092 -0.00506996 -0.00625836 -0.00462886 -0.00516418 -0.00419666 -0.00260099 -0.00255614 -0.00187415 0.292629 0.282438 0.348878 0.176127 0.4463 0.665448 0.536358 0.715326 0.511929 0.615934 0.458343 0.548656 0.468367 0.792161 0.44775 0.675847 0.450666 0.652663 0.425247 0.818347 0.430572 0.589344 0.45973 0.651869 0.452763 0.757194 0.418569 0.701257 0.459936 0.65819 0.430349 0.804129 0.426422 0.612364 0.499346 0.609488 0.395791 0.758715 0.381723 0.686616 0.21086 0.195565 0.206467 0.191491 0.202074 0.187416 0.197681 0.183342 0.193288 0.179268 0.188896 0.175194 -0.119193 -0.0744938 -0.116355 -0.0683984 -0.113517 -0.0625138 -0.0491491 -0.125645 -0.0478888 -0.110909 -0.0466286 -0.0967794 -0.0911007 -0.138041 -0.0885701 -0.103101 -0.0860395 -0.0699389 -0.0757742 -0.0916663 -0.073478 -0.0976027 -0.0711818 -0.102994 -0.0746397 -0.106238 -0.0721517 -0.0844153 -0.0696637 -0.0638534 -0.0395161 -0.0952654 -0.0380526 -0.0905608 -0.036589 -0.0859466
0.21 0.398577 0.389517 1.39648 1.04489 0.978482 -0.153148 0.217455 -0.0455499 0.0222045 -0.0355491 -0.00859531 -0.00976711 -0.00119153 -0.00363057 -0.00332976 -0.00421001 -0.00338099 -0.00200833 -0.00195098 -0.00142143 0.266311 0.308684 0.319794 0.187906 0.475101 0.602784 0.554997 0.684427 0.528762 0.55546 0.466684 0.497988 0.481855 0.755331 0.456559 0.617635 0.461357 0.588771 0.437371 0.788796 0.442711 0.539698 0.466995 0.589213 0.457354 0.728395 0.433894 0.643158 0.470552 0.593922 0.439026 0.77549 0.436543 0.560644 0.500991 0.545767 0.408052 0.731682 0.394201 0.630794 0.22442 0.202741 0.219744 0.198518 0.215069 0.194294 0.210393 0.19007 0.205718 0.185846 0.201042 0.181622 -0.0972525 -0.0646621 -0.094937 -0.0529761 -0.0926214 -0.0417852 -0.0335781 -0.120051 -0.0327171 -0.101641 -0.0318561 -0.0840384 -0.0753139 -0.136367 -0.0732219 -0.0951977 -0.0711298 -0.0561647 -0.0630229 -0.0911672 -0.0611131 -0.0912378 -0.0592033 -0.0911314 -0.0613613 -0.105924 -0.059316 -0.078842 -0.0572706 -0.053384 -0.0281358 -0.0941257 -0.0270938 -0.086004 -0.0260517 -0.0782389
0.25 0.44309 0.435294 1.58302 1.09224 1.04368 -0.214252 0.330286 0.018217 0.0536856 -0.0641649 -0.0213736 -0.0109519 0.00242493 -0.000492847 -0.00243403 -0.00341905 -0.00288294 -0.0015501 -0.00152954 -0.00108747 0.245611 0.334201 0.29652 0.198226 0.504157 0.541902 0.573686 0.649869 0.545811 0.49964 0.476276 0.451765 0.496308 0.714238 0.466538 0.562079 0.47164 0.528573 0.448546 0.754614 0.453608 0.494017 0.474722 0.530087 0.463361 0.695981 0.447262 0.586574 0.480023 0.532958 0.448103 0.742547 0.446195 0.512892 0.503663 0.487601 0.419832 0.700436 0.406349 0.576736 0.234507 0.205838 0.229622 0.20155 0.224736 0.197261 0.219851 0.192973 0.214965 0.188685 0.210079 0.184396 -0.0675681 -0.0493989 -0.0659594 -0.0324715 -0.0643506 -0.0163125 -0.014569 -0.108002 -0.0141954 -0.0865119 -0.0138218 -0.0660066 -0.0547121 -0.128927 -0.0531924 -0.0828745 -0.0516726 -0.0392493 -0.0458052 -0.0860406 -0.0444172 -0.0802085 -0.0430292 -0.074578 -0.0441069 -0.100889 -0.0426367 -0.0694664 -0.0411664 -0.0399787 -0.0140634 -0.0888619 -0.0135425 -0.0773831 -0.0130216 -0.066534
0.29 0.477286 0.473331 1.74057 1.09517 1.05748 -0.279531 0.463769 0.121366 0.0926885 -0.101684 -0.0436508 -0.0120813 0.00480625 0.00291947 -0.00224454 -0.00272698 -0.00272192 -0.00124631 -0.00136117 -0.000909004 0.229129 0.35915 0.277718 0.207168 0.532863 0.484702 0.591637 0.612298 0.562345 0.449311 0.486721 0.410164 0.51191 0.669855 0.477924 0.510514 0.481883 0.473721 0.458828 0.716337 0.463451 0.452608 0.482644 0.476075 0.470222 0.660536 0.459202 0.533369 0.488647 0.477213 0.457299 0.705752 0.455487 0.469513 0.507089 0.435931 0.431144 0.665727 0.418147 0.525962 0.242843 0.206686 0.237783 0.20238 0.232724 0.198075 0.227665 0.193769 0.222606 0.189463 0.217546 0.185157 -0.0333385 -0.0301268 -0.0325447 -0.00886114 -0.0317509 0.0114021 0.00616063 -0.0909816 0.00600267 -0.0673368 0.0058447 -0.0448138 -0.0316575 -0.117238 -0.0307781 -0.0677946 -0.0298987 -0.0209901 -0.0262166 -0.0773141 -0.0254222 -0.0661289 -0.0246278 -0.0554963 -0.0249079 -0.0922581 -0.0240776 -0.0576208 -0.0232473 -0.0251602 0.0012135 -0.0805529 0.00116856 -0.0660939 0.00112361 -0.0525176
0.33 0.502894 0.512695 1.88442 1.06933 1.03233 -0.352921 0.625173 0.275956 0.16298 -0.16159 -0.0828527 -0.0266319 0.0190615 0.00690402 -0.00204606 -0.00330016 -0.00330535 -0.00106216 -0.00172335 0.0014711 0.215856 0.383685 0.262425 0.214804 0.560874 0.432283 0.608379 0.572663 0.577931 0.404633 0.4977 0.373051 0.528778 0.623415 0.491009 0.463518 0.49245 0.424838 0.46824 0.67493 0.4723 0.41544 0.490535 0.427836 0.477619 0.622924 0.470077 0.484614 0.496633 0.42753 0.466436 0.665949 0.464477 0.4305 0.511063 0.390811 0.442006 0.628547 0.429592 0.479343 0.250427 0.206355 0.24521 0.202056 0.239992 0.197757 0.234775 0.193458 0.229558 0.189159 0.224341 0.18486 0.00303648 -0.00802103 0.00296418 0.0163641 0.00289188 0.039569 0.0274337 -0.070117 0.0267303 -0.0454234 0.0260269 -0.0219349 -0.00778411 -0.102405 -0.00756788 -0.0510979 -0.00735166 -0.00256026 -0.00578609 -0.0658201 -0.00561075 -0.0501899 -0.00543541 -0.0354119 -0.00520647 -0.0808791 -0.00503292 -0.044235 -0.00485937 -0.00993217 0.0166582 -0.070001 0.0160412 -0.0531537 0.0154243 -0.0374029
0.37 0.530823 0.568305 2.01842 1.03146 1.0002 -0.422652 0.848444 0.494274 0.301553 -0.247953 -0.150721 -0.0583862 0.0591261 0.0339248 0.0039916 -0.0108397 -0.00864779 -0.00727459 0.00424462 0.0113506 0.205064 0.407951 0.249999 0.221194 0.587982 0.385066 0.623706 0.532079 0.592515 0.365341 0.508935 0.340129 0.547365 0.576216 0.506275 0.421104 0.504187 0.381812 0.476565 0.631678 0.479978 0.382304 0.498085 0.385388 0.485594 0.584144 0.480313 0.440705 0.504166 0.383969 0.475346 0.624264 0.473154 0.395609 0.515388 0.351781 0.452479 0.590009 0.440758 0.437204 0.25783 0.205455 0.252459 0.201175 0.247087 0.196895 0.241716 0.192614 0.236345 0.188334 0.230973 0.184054 0.0398347 0.0159184 0.0388862 0.042107 0.0379378 0.0669997 0.0484615 -0.0462933 0.0472189 -0.0216791 0.0459763 0.00170206 0.0159264 -0.0853423 0.015484 -0.0336227 0.0150416 0.015277 0.0144123 -0.0522378 0.0139756 -0.0332503 0.0135388 -0.0153506 0.0140392 -0.0674517 0.0135712 -0.0299772 0.0131032 0.00506784 0.0316012 -0.0578421 0.0304308 -0.0393054 0.0292604 -0.0220298
