50.04 18.0575 -10.4673 29.9471 -15.448 -16.987 22.9744 -17.4406 -10.4307 8.74522 9.51978 16.2646 4.13322 18.223 17.058 2.57378 14.2282 12.6542 0.792542 9.3053 7.55753 0.998398 0.999416 2.97268e-05 0.876689 1 0.00135213 0.000225931 0.265756 0.0136888 0.0972366 0.999999 0.00297747 0.185652 0.0110311 0.993569 0.00394535 0.999964 0.00371613 0.999994 0.00382605 1 0.00377796 0.99992 0.00378287 1 0.00382595 1 0.003783 0.999769 0.00380482 0.999999 0.00382779 0.999994 0.00377899 0.999299 0.00382143 0.999986 0.00381408 0.99997 0.00375312 0.865813 0.370789 0.847775 0.363064 0.829738 0.355339 0.8117 0.347614 0.793662 0.33989 0.775624 0.332165 0.519262 -0.108488 0.506899 -0.0603522 0.494536 -0.0144381 0.481412 0.215201 0.469068 0.33855 0.456724 0.455116 0.444145 0.444123 0.431807 0.431795 0.41947 0.419468 0.407097 0.407112 0.39476 0.394783 0.382424 0.382454 0.370025 0.370101 0.357691 0.357772 0.345356 0.345442 0.332859 0.333091 0.320531 0.320761 0.308202 0.308431
50.08 18.2824 -10.5897 29.9206 -14.5132 -16.474 23.4616 -18.1222 -11.6164 9.25192 7.90155 15.3511 3.9516 18.4076 17.2246 2.47772 14.3278 12.7198 0.783016 9.31685 7.5521 0.998769 0.999277 2.02704e-05 0.903779 1 0.0013104 0.000222889 0.281136 0.0115708 0.113164 0.999999 0.0028535 0.112603 0.0143225 0.988436 0.00400954 0.999965 0.00370486 0.999991 0.00382772 1 0.00377732 0.999916 0.00378039 1 0.0038252 1 0.00378227 0.999764 0.0038023 0.999999 0.00382698 0.999994 0.00377837 0.999295 0.00381853 0.999986 0.00381362 0.99997 0.00375298 0.866094 0.38987 0.848051 0.381748 0.830007 0.373625 0.811963 0.365503 0.79392 0.357381 0.775876 0.349258 0.519288 -0.116334 0.506924 -0.0691726 0.49456 -0.024177 0.481458 0.161636 0.469113 0.311904 0.456768 0.454045 0.444148 0.444121 0.431811 0.431795 0.419474 0.419468 0.407096 0.407113 0.39476 0.394784 0.382424 0.382454 0.370024 0.370102 0.35769 0.357772 0.345356 0.345442 0.332859 0.333091 0.320531 0.320761 0.308203 0.308431
50.12 18.4786 -10.7021 29.8374 -13.5911 -15.9575 23.9042 -18.7785 -12.7754 9.82679 6.28661 14.4054 3.78569 18.5655 17.3811 2.37186 14.4324 12.793 0.764282 9.33525 7.55177 0.999052 0.999108 1.39637e-05 0.925213 1 0.0012722 0.000228673 0.295757 0.0100514 0.130148 0.999999 0.00273371 0.0676183 0.0186728 0.979242 0.00409494 0.999967 0.00369201 0.999984 0.00383023 0.999999 0.00377669 0.999912 0.00377787 1 0.00382447 1 0.00378154 0.999758 0.00379987 0.999999 0.00382618 0.999994 0.00377775 0.999291 0.00381576 0.999986 0.00381315 0.999969 0.00375283 0.866295 0.406205 0.848247 0.397742 0.830199 0.38928 0.812151 0.380817 0.794104 0.372354 0.776056 0.363892 0.51931 -0.123918 0.506946 -0.0776286 0.494581 -0.033453 0.481506 0.116954 0.46916 0.289152 0.456814 0.452128 0.444153 0.44412 0.431815 0.431794 0.419478 0.419468 0.407096 0.407113 0.39476 0.394784 0.382424 0.382455 0.370024 0.370102 0.35769 0.357772 0.345355 0.345442 0.332859 0.333091 0.320531 0.320761 0.308203 0.308431
50.16 18.649 -10.8089 29.702 -12.6991 -15.4527 24.3127 -19.4186 -13.9009 10.4513 4.73771 13.4697 3.65182 18.6813 17.5177 2.26191 14.5384 12.8727 0.735975 9.36199 7.55835 0.999268 0.998903 9.71683e-06 0.941945 1 0.00123716 0.000242864 0.309572 0.00895431 0.147961 0.999999 0.00262095 0.0407976 0.0242246 0.962963 0.00420879 0.999969 0.00367774 0.99997 0.00383385 0.999999 0.00377609 0.999907 0.00377529 1 0.00382375 1 0.00378084 0.999752 0.00379754 0.999999 0.00382541 0.999994 0.00377715 0.999285 0.00381311 0.999985 0.00381269 0.999969 0.00375267 0.866427 0.419914 0.848376 0.411166 0.830326 0.402418 0.812275 0.393669 0.794224 0.384921 0.776174 0.376173 0.519331 -0.131201 0.506966 -0.0858127 0.494601 -0.0424858 0.481555 0.0814793 0.469208 0.270118 0.45686 0.448718 0.444158 0.444116 0.43182 0.431793 0.419483 0.419468 0.407096 0.407113 0.394759 0.394784 0.382423 0.382455 0.370023 0.370102 0.357689 0.357773 0.345355 0.345442 0.332859 0.333092 0.320531 0.320761 0.308202 0.308431
50.2 18.7964 -10.9127 29.5233 -11.8518 -14.9717 24.6924 -20.039 -14.9842 11.102 3.27823 12.5592 3.55769 18.7467 17.6302 2.15322 14.6422 12.9566 0.698814 9.39719 7.57258 0.999432 0.998657 6.82878e-06 0.954891 1 0.00120495 0.000265679 0.322557 0.0081579 0.166342 0.999999 0.00251556 0.0249228 0.0311016 0.934774 0.00436403 0.99997 0.0036622 0.999945 0.00383892 0.999999 0.00377553 0.999902 0.00377263 1 0.00382304 1 0.00378014 0.999744 0.00379529 0.999999 0.00382465 0.999995 0.00377655 0.999277 0.00381058 0.999985 0.00381224 0.999969 0.0037525 0.8665 0.43123 0.848448 0.422246 0.830395 0.413262 0.812343 0.404278 0.794291 0.395294 0.776239 0.386311 0.519351 -0.138149 0.506985 -0.0937747 0.49462 -0.0514042 0.481604 0.0540409 0.469255 0.253676 0.456907 0.442731 0.444164 0.44411 0.431826 0.43179 0.419488 0.419469 0.407095 0.407114 0.394759 0.394785 0.382422 0.382455 0.370021 0.370102 0.357687 0.357773 0.345353 0.345443 0.332858 0.333092 0.32053 0.320761 0.308202 0.30843
50.24 18.9229 -11.0045 29.3112 -11.059 -14.524 25.0516 -20.6573 -15.9835 11.7569 1.9499 11.6522 3.5063 18.7547 17.7181 2.04976 14.7415 13.0427 0.654181 9.44025 7.59449 0.999557 0.998364 4.84625e-06 0.964857 1 0.00117526 0.000297805 0.334705 0.00757669 0.185012 0.999999 0.00241617 0.0154636 0.0393982 0.887889 0.00458375 0.999972 0.00364557 0.999896 0.00384595 0.999998 0.00377502 0.999896 0.00376988 1 0.00382235 1 0.00377946 0.999735 0.00379313 0.999999 0.0038239 0.999995 0.00377597 0.999268 0.00380817 0.999985 0.00381179 0.999968 0.00375233 0.866521 0.440445 0.848468 0.431269 0.830416 0.422093 0.812363 0.412917 0.794311 0.403741 0.776258 0.394565 0.519368 -0.14474 0.507002 -0.101533 0.494636 -0.0602664 0.481652 0.0329586 0.469302 0.238143 0.456952 0.432483 0.44417 0.444099 0.431832 0.431785 0.419494 0.419469 0.407094 0.407114 0.394758 0.394785 0.382422 0.382455 0.37002 0.370103 0.357686 0.357773 0.345352 0.345443 0.332857 0.333092 0.320529 0.320761 0.308201 0.30843
50.28 19.0289 -11.0764 29.0776 -10.3284 -14.1186 25.3968 -21.2647 -16.8622 12.392 0.747387 10.7104 3.49387 18.7007 17.7865 1.95313 14.8358 13.1293 0.603846 9.48979 7.62329 0.999653 0.998016 3.47448e-06 0.972514 1 0.00114782 0.00034027 0.346025 0.00714826 0.203698 0.999999 0.00232027 0.00974639 0.0491696 0.815094 0.00490738 0.999974 0.00362795 0.999803 0.00385571 0.999998 0.00377459 0.999891 0.00376703 1 0.00382167 1 0.00377879 0.999726 0.00379105 0.999999 0.00382318 0.999995 0.00377539 0.999256 0.00380586 0.999986 0.00381134 0.999968 0.00375214 0.866495 0.447867 0.848443 0.438537 0.830391 0.429206 0.812339 0.419875 0.794287 0.410545 0.776235 0.401214 0.519384 -0.150957 0.507018 -0.109084 0.494652 -0.0690791 0.481697 0.0165796 0.469346 0.221557 0.456995 0.415723 0.444177 0.444079 0.431839 0.431775 0.4195 0.419469 0.407093 0.407114 0.394757 0.394785 0.382421 0.382456 0.370018 0.370103 0.357684 0.357773 0.34535 0.345443 0.332855 0.333092 0.320527 0.320761 0.308199 0.30843
50.32 19.1147 -11.1357 28.8348 -9.66424 -13.756 25.7171 -21.8209 -17.6397 12.9951 -0.411929 9.70028 3.5065 18.5845 17.8464 1.86149 14.926 13.2149 0.549548 9.54333 7.6571 0.999727 0.997608 2.51691e-06 0.978398 1 0.00112238 0.000394289 0.356535 0.00682761 0.222145 1 0.00222483 0.0062504 0.0604248 0.712463 0.00539763 0.999976 0.00360939 0.999627 0.00386939 0.999997 0.00377428 0.999886 0.00376407 1 0.00382101 1 0.00377813 0.999716 0.00378905 0.999999 0.00382247 0.999995 0.00377483 0.999243 0.00380367 0.999986 0.00381089 0.999968 0.00375194 0.866426 0.453794 0.848375 0.44434 0.830325 0.434886 0.812274 0.425432 0.794223 0.415978 0.776173 0.406524 0.519399 -0.156793 0.507033 -0.11641 0.494666 -0.0778146 0.481742 0.00350588 0.46939 0.202036 0.457037 0.390112 0.444184 0.444042 0.431846 0.431757 0.419507 0.419469 0.407092 0.407114 0.394756 0.394785 0.38242 0.382456 0.370015 0.370103 0.357682 0.357774 0.345348 0.345443 0.332852 0.333092 0.320524 0.320761 0.308197 0.30843
50.36 19.1813 -11.1807 28.5917 -9.0665 -13.4344 26.0059 -22.3152 -18.3113 13.5647 -1.56773 8.5749 3.53282 18.4024 17.9086 1.77128 15.0144 13.2995 0.492556 9.59896 7.69422 0.999783 0.997132 1.84246e-06 0.98293 1 0.00109868 0.000461162 0.366262 0.00658333 0.240131 1 0.00212732 0.00408536 0.0731257 0.584928 0.00614621 0.999978 0.00358988 0.999292 0.00388865 0.999995 0.00377414 0.999881 0.003761 1 0.00382035 1 0.00377748 0.999706 0.00378712 0.999999 0.00382177 0.999995 0.00377427 0.999227 0.00380158 0.999986 0.00381045 0.999968 0.00375173 0.866314 0.458496 0.848266 0.448944 0.830218 0.439392 0.81217 0.42984 0.794121 0.420288 0.776073 0.410736 0.519413 -0.162248 0.507046 -0.123485 0.494679 -0.0864243 0.481786 -0.00735583 0.469433 0.178375 0.457079 0.35434 0.444192 0.443974 0.431853 0.431724 0.419515 0.419468 0.407091 0.407115 0.394755 0.394786 0.382419 0.382456 0.370013 0.370103 0.357679 0.357774 0.345345 0.345444 0.332849 0.333092 0.320521 0.320761 0.308194 0.30843
50.4 19.2297 -11.2084 28.3545 -8.53261 -13.1507 26.2594 -22.7409 -18.8712 14.1055 -2.74572 7.3005 3.56665 18.1517 17.9804 1.67884 15.1036 13.3836 0.433482 9.65554 7.73341 0.999827 0.996579 1.36325e-06 0.986432 1 0.00107647 0.000542153 0.375239 0.00639318 0.257476 1 0.00202687 0.00272538 0.0871917 0.448448 0.00727421 0.999979 0.0035693 0.998655 0.00391561 0.999992 0.00377425 0.999875 0.00375782 1 0.00381972 1 0.00377685 0.999694 0.00378525 0.999999 0.00382109 0.999995 0.00377372 0.99921 0.00379959 0.999986 0.00381 0.999968 0.00375151 0.866162 0.462209 0.848116 0.45258 0.830071 0.442951 0.812026 0.433321 0.793981 0.423692 0.775936 0.414062 0.519426 -0.167326 0.507058 -0.130282 0.494691 -0.0948502 0.48183 -0.0168183 0.469475 0.150726 0.457121 0.309475 0.4442 0.443846 0.431861 0.431661 0.419522 0.419468 0.40709 0.407115 0.394754 0.394786 0.382418 0.382456 0.37001 0.370104 0.357676 0.357774 0.345343 0.345444 0.332845 0.333092 0.320518 0.320762 0.30819 0.30843
