1 -0 -0 0 0 0 0 0 0 
2 -0 -0 0 0 0 0 0 0 
3 -2.19491 -1.32623 -2.62581 -31.6307 11.261 0.518888 -0.901889 -0.966297 
4 0 0 -0 -0 0 0 0 0 
5 0 0 -0 -0 0 0 0 0 
6 0 0 -0 -0 0 0 0 0 
7 0 0 -0 -0 0 0 0 0 
8 0 0 -0 -0 0 0 0 0 
9 0 0 -0 -0 0 0 0 0 
10 0 0 -0 -0 0 0 0 0 
11 -0.00364386 2.73097 0.0204878 -1.01667 -0.00182193 0.229491 -0.116611 28.2276 
12 0 0 -0 0 0 0 0 0 
13 0 0 -0 0 0 0 0 0 
14 0 0 -0 0 0 0 0 0 
15 0 0 -0 0 0 0 0 0 
16 0 0 -0 0 0 0 0 0 
17 -0.00638473 -0.062188 0.0131869 0.471261 -0.00318654 -0.0158581 -0.0867048 0.00746128 
18 0 0 -0 0 0 0 0 0 
19 -0.0209987 0.453291 0.0918856 -32.9028 -0.0104466 0.110149 -0.670233 -0.760756 
20 0.0161878 -0.3215 -0.0874459 -1.03258 0.00796734 -0.102272 2.11197 3.18364 
21 0 0 -0 0 0 0 0 0 
22 0 0 -0 0 0 0 0 0 
23 0 0 -0 0 0 0 0 0 
24 0 0 -0 0 0 0 0 0 
25 0 0 -0 0 0 0 0 0 
26 0 0 -0 0 0 0 0 0 
27 -0.237304 0.336267 0.0634684 -31.4225 -0.117749 0.0808469 -0.449499 -0.754534 
28 0 0 -0 -0 0 0 0 0 
29 0 0 -0 -0 0 0 0 0 
30 0 0 -0 -0 0 0 0 0 
31 0 0 -0 -0 0 0 0 0
32 0 0 -0 -0 0 0 0 0
33 0 0 -0 -0 0 0 0 0
34 0 0 -0 -0 0 0 0 0
35 0 0 -0 -0 0 0 0 0
36 0 0 -0 -0 0 0 0 0
37 0 0 -0 -0 0 0 0 0
38 0 0 -0 -0 0 0 0 0
39 0 0 -0 -0 0 0 0 0
40 0 0 -0 -0 0 0 0 0
41 0 0 -0 -0 0 0 0 0
42 0 0 -0 -0 0 0 0 0
43 0 0 -0 -0 0 0 0 0
44 0 0 -0 -0 0 0 0 0
45 0 0 -0 -0 0 0 0 0
