0 0.952346 0.521049 -0.920406 -0.63041 6.13348 4.77852 0.493992 1.84795 3.23552 3.36533 4.66582 4.38098
1 0.952346 0.521049 -0.920406 -0.63041 6.13348 4.77852 0.493992 1.84795 3.14005 3.27575 4.94111 3.93393
2 0.947084 0.565097 -0.926402 -0.507515 6.11694 4.9169 0.464312 2.46243 3.07801 3.41557 4.64116 4.43437
3 0.947084 0.565097 -0.926402 -0.507515 6.11694 4.9169 0.464312 2.46243 3.23656 3.38604 4.94876 4.53779
4 0.947084 0.565097 -0.926402 -0.507515 6.11694 4.9169 0.464312 2.46243 3.02551 3.59878 5.22884 4.42557
5 0.947084 0.565097 -0.926402 -0.507515 6.11694 4.9169 0.464312 2.46243 2.97618 3.72147 5.14545 4.02349
6 0.947084 0.565097 -0.926402 -0.507515 6.11694 4.9169 0.464312 2.46243 3.50354 3.95352 4.86387 4.15753
7 0.947084 0.565097 -0.926402 -0.507515 6.11694 4.9169 0.464312 2.46243 4.26446 4.11405 4.29489 3.09536
8 0.948355 0.61658 -0.931276 -0.4913 6.12094 5.07863 0.440185 2.5435 4.31035 4.14208 4.00058 3.00887
9 0.948355 0.61658 -0.931276 -0.4913 6.12094 5.07863 0.440185 2.5435 4.20914 4.23373 3.68424 2.85479
10 0.948355 0.61658 -0.931276 -0.4913 6.12094 5.07863 0.440185 2.5435 4.68161 4.1983 3.13279 2.69324
