0.005 0 0 -2.22462e-14 -2.22462e-14 0 0 -2.22555e-14 -2.22555e-14 -0 -0 3.71004e-14 3.71004e-14 -0 -0 -2.2263e-14 -2.2263e-14 -0 -0 -2.22561e-14 -2.22561e-14 -0 -0 -2.22203e-14 -2.22203e-14 0 0 -2.58757e-14 -2.58757e-14 -0 -0 -2.20233e-14 -2.20233e-14 -0 -0 -1.06205e-14 -1.06205e-14 -0 -0 -1.06205e-14 -1.06205e-14 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 0.0954227 0.0972725 0.900587 0.0982066 0.897285 0.902772 -0.0287891 0.0362205 -0.0287891 0.0362205 -0.0287891 0.0362205 -0.0575783 0.072441 -0.0287891 0.0362205 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0575783 0.072441 -0.0287891 0.0362205 -0.0575783 0.072441 -0.0287891 0.0362205 -0.0287891 0.0362205 -0.0287891 0.0362205
0.055 -0 -0 -2.91045 -3.91919 -0 -0 -4.11665 -3.99214 -0 -0 -4.35413 -4.163 -0 -0 -4.35449 -4.16326 -0 -0 -4.11744 -3.99319 -0 -0 -2.91132 -3.92088 -0 -0 -2.22059 -2.17186 -0 -0 -1.01004 -1.04725 -0 -0 -0.411767 -0.0591579 -0 -0 -0.411767 -0.0591579 0.0592247 0.0696922 0.906237 0.0811137 0.866463 0.921877 0.0592247 0.0682137 0.906237 0.0810952 0.866463 0.921823 0.0592247 0.0679406 0.906234 0.0810921 0.866463 0.921584 0.0592247 0.0679405 0.906234 0.0810921 0.866463 0.921584 0.0592247 0.0682137 0.906237 0.0810953 0.866463 0.921823 0.0592247 0.0697026 0.906238 0.0811139 0.866463 0.921908 0.0592247 0.0705586 0.906272 0.0811242 0.866463 0.924353 0.0592247 0.0721185 0.906292 0.0811435 0.866463 0.92585 0.0592246 0.0728559 0.906309 0.0811519 0.866463 0.927137 0.0592246 0.0728646 0.90631 0.081152 0.866463 0.927153 -0.256542 0.312813 -0.256542 0.312813 -0.256542 0.312813 -0.513154 0.625628 -0.256612 0.312814 -0.513235 0.625618 -0.513235 0.625618 -0.513247 0.625607 -0.513247 0.625607 -0.513235 0.625618 -0.513235 0.625618 -0.513154 0.625629 -0.513154 0.625629 -0.513049 0.62574 -0.513049 0.62574 -0.512943 0.625917 -0.512943 0.625917 -0.512842 0.62604 -0.512842 0.62604 -0.256406 0.313049 -0.512811 0.626098 -0.256405 0.313049 -0.256405 0.313049 -0.256405 0.313049
0.105 -0 -0 -9.63002 -12.8217 -0 -0 -13.6657 -13.2827 -0 -0 -14.7831 -13.8277 -0 -0 -14.7936 -13.8349 -0 -0 -13.6921 -13.3082 -0 -0 -9.66139 -12.8617 -0 -0 -7.05105 -7.39661 -0 -0 -3.21964 -3.60649 -0 -0 -1.22034 -0.372363 -0 -0 -1.22034 -0.372363 0.0365806 0.0383866 0.910456 0.0658915 0.828001 0.913749 0.0365806 0.0332695 0.910435 0.0657466 0.828002 0.912655 0.0365807 0.0320221 0.910392 0.0657113 0.828002 0.910987 0.0365807 0.0320156 0.910392 0.0657112 0.828002 0.910975 0.0365806 0.0332547 0.910435 0.0657465 0.828002 0.912624 0.0365806 0.0384643 0.910475 0.0658958 0.828001 0.914183 0.0365803 0.0422863 0.910887 0.0659992 0.828001 0.929376 0.0365801 0.0487105 0.91115 0.0661678 0.828 0.938504 0.0365799 0.0524433 0.911355 0.0662593 0.828 0.945276 0.0365799 0.052551 0.911364 0.0662634 0.828 0.945459 -0.404514 0.475376 -0.404514 0.475376 -0.404514 0.475376 -0.80952 0.950714 -0.405006 0.475338 -0.810116 0.950564 -0.810116 0.950564 -0.81022 0.95045 -0.81022 0.95045 -0.810117 0.950562 -0.810117 0.950562 -0.809518 0.950739 -0.809518 0.950739 -0.808751 0.951918 -0.808751 0.951918 -0.807949 0.953697 -0.807949 0.953697 -0.807141 0.954891 -0.807141 0.954891 -0.403432 0.47771 -0.806858 0.955432 -0.403426 0.477722 -0.403426 0.477722 -0.403426 0.477722
0.155 -0 -0 -16.0446 -20.8864 -0 -0 -22.397 -21.9561 -0 -0 -24.8126 -22.8733 -0 -0 -24.8154 -22.8822 -0 -0 -22.4228 -21.9841 -0 -0 -16.1688 -20.9103 -0 -0 -11.5303 -12.6438 -0 -0 -4.99595 -6.4707 -0 -0 -1.92651 -0.75519 -0 -0 -1.92651 -0.75519 0.0227342 0.0149816 0.911305 0.0528772 0.780362 0.859 0.0227343 0.010205 0.911127 0.0526034 0.780364 0.852618 0.0227344 0.00893549 0.910894 0.0525236 0.780365 0.845394 0.0227344 0.00892902 0.910892 0.0525233 0.780365 0.845304 0.0227343 0.0101875 0.911125 0.0526032 0.780364 0.852437 0.0227341 0.0151073 0.911448 0.0528938 0.780361 0.861858 0.0227328 0.0201122 0.913379 0.0531438 0.780359 0.915337 0.022732 0.0296214 0.914506 0.0535451 0.780356 0.942106 0.0227314 0.0361671 0.915246 0.0537947 0.780354 0.95805 0.0227313 0.0364971 0.915297 0.0538136 0.780354 0.958657 -0.501187 0.5625 -0.501187 0.5625 -0.501187 0.5625 -1.00329 1.12461 -0.502099 0.562108 -1.00439 1.12363 -1.00439 1.12363 -1.00458 1.12304 -1.00458 1.12304 -1.00439 1.12361 -1.00439 1.12361 -1.0033 1.12479 -1.0033 1.12479 -1.00198 1.13024 -1.00198 1.13024 -1.00043 1.13765 -1.00043 1.13765 -0.998585 1.14192 -0.998585 1.14192 -0.498946 0.571814 -0.997868 1.14368 -0.498923 0.571867 -0.498923 0.571867 -0.498923 0.571867
0.205 -0 -0 -19.7539 -24.7178 -0 -0 -26.9272 -26.4166 -0 -0 -30.1194 -27.6145 -0 -0 -30.1204 -27.618 -0 -0 -27.0257 -26.4132 -0 -0 -20.175 -24.6477 -0 -0 -13.6976 -16.394 -0 -0 -5.57938 -9.08456 -0 -0 -2.40579 -1.05071 -0 -0 -2.40579 -1.05071 0.0143131 0.00465317 0.905274 0.0423482 0.72194 0.724445 0.0143135 0.00241787 0.904335 0.0420699 0.721947 0.699679 0.0143139 0.00183537 0.903336 0.0419769 0.721949 0.67634 0.0143139 0.00183418 0.903326 0.0419767 0.721949 0.676137 0.0143135 0.00240987 0.904349 0.0420708 0.721947 0.699783 0.0143128 0.00473975 0.906032 0.0423799 0.72194 0.737752 0.0143092 0.00833523 0.912566 0.0427066 0.721934 0.8774 0.0143072 0.0170505 0.915841 0.0432584 0.721925 0.938106 0.0143059 0.0241742 0.917619 0.0436435 0.721919 0.966878 0.0143058 0.0247382 0.917774 0.0436862 0.721918 0.968139 -0.56254 0.593447 -0.56254 0.593447 -0.56254 0.593447 -1.12586 1.18483 -0.563319 0.591381 -1.12668 1.18054 -1.12668 1.18054 -1.12671 1.17829 -1.12671 1.17829 -1.12668 1.18049 -1.12668 1.18049 -1.12598 1.1859 -1.12598 1.1859 -1.12582 1.20399 -1.12582 1.20399 -1.12518 1.22576 -1.12518 1.22576 -1.12314 1.23635 -1.12314 1.23635 -0.561127 0.620046 -1.12221 1.24023 -0.561087 0.620188 -0.561087 0.620188 -0.561087 0.620188
0.255 -0 -0 -21.186 -26.5722 -0 -0 -29.312 -28.6939 -0 -0 -33.0723 -30.0911 -0 -0 -33.1019 -30.0843 -0 -0 -29.6386 -28.6302 -0 -0 -22.3466 -26.3087 -0 -0 -14.0963 -18.9403 -0 -0 -5.21014 -11.072 -0 -0 -2.62084 -1.21839 -0 -0 -2.62084 -1.21839 0.00916585 0.00133169 0.88484 0.0341302 0.651432 0.48624 0.00916703 0.000527395 0.881203 0.0339099 0.651443 0.431763 0.00916826 0.00034042 0.877784 0.0338266 0.651447 0.388597 0.00916827 0.000339891 0.877767 0.0338265 0.651447 0.388464 0.009167 0.000521301 0.881385 0.0339124 0.651443 0.433726 0.00916486 0.00135835 0.887986 0.0341729 0.651431 0.522326 0.00915721 0.00339041 0.906442 0.0344983 0.65142 0.802414 0.00915344 0.00985473 0.91459 0.0350756 0.651401 0.926861 0.00915144 0.0159407 0.918156 0.0355176 0.651389 0.973037 0.00915127 0.0166408 0.918512 0.0355842 0.651388 0.975091 -0.597413 0.575478 -0.597413 0.575478 -0.597413 0.575478 -1.19477 1.1446 -0.597357 0.569126 -1.19411 1.13256 -1.19411 1.13256 -1.19351 1.12683 -1.19351 1.12683 -1.19414 1.13264 -1.19414 1.13264 -1.19544 1.14853 -1.19544 1.14853 -1.19984 1.19408 -1.19984 1.19408 -1.20371 1.24506 -1.20371 1.24506 -1.20333 1.26736 -1.20333 1.26736 -0.601408 0.637079 -1.20279 1.27444 -0.601383 0.637356 -0.601383 0.637356 -0.601383 0.637356
0.305 -0 -0 -20.4805 -27.7348 -0 -0 -30.3629 -29.9032 -0 -0 -34.9377 -31.3719 -0 -0 -35.0073 -31.349 -0 -0 -31.079 -29.7354 -0 -0 -23.1005 -27.0846 -0 -0 -13.4701 -20.4433 -0 -0 -4.32809 -12.3123 -0 -0 -2.61766 -1.28826 -0 -0 -2.61766 -1.28826 0.00598666 0.000398994 0.836343 0.0277748 0.568595 0.225433 0.00598935 0.000117228 0.826963 0.0276143 0.568611 0.173569 0.00599185 6.30756e-05 0.818997 0.027546 0.568616 0.140213 0.00599186 6.27804e-05 0.819011 0.0275461 0.568616 0.140343 0.00598918 0.000113272 0.827861 0.0276184 0.568611 0.177131 0.0059842 0.000393465 0.846205 0.0278236 0.568594 0.274113 0.00597013 0.00145472 0.890901 0.0281125 0.568576 0.672736 0.00596381 0.00594045 0.909908 0.0286405 0.568547 0.907914 0.00596102 0.0105602 0.916508 0.0290726 0.568526 0.977403 0.00596075 0.0112824 0.917211 0.0291557 0.568524 0.980289 -0.608872 0.516578 -0.608872 0.516578 -0.608872 0.516578 -1.21575 1.02251 -0.606878 0.505933 -1.21164 1.00363 -1.21164 1.00363 -1.20952 0.99538 -1.20952 0.99538 -1.21181 1.00406 -1.21181 1.00406 -1.21827 1.03079 -1.21827 1.03079 -1.23409 1.11337 -1.23409 1.11337 -1.24929 1.20955 -1.24929 1.20955 -1.25343 1.25234 -1.25343 1.25234 -0.627013 0.631743 -1.25408 1.26394 -0.627071 0.632194 -0.627071 0.632194 -0.627071 0.632194
0.355 -0 -0 -16.802 -26.456 -0 -0 -28.1065 -28.0838 -0 -0 -34.2933 -29.9313 -0 -0 -35.2751 -31.3358 -0 -0 -31.486 -30.4332 -0 -0 -22.8206 -27.6519 -0 -0 -12.2985 -21.1124 -0 -0 -3.33929 -12.8211 -0 -0 -2.53138 -1.25802 -0 -0 -2.53138 -1.25802 0.00399755 0.000143189 0.748035 0.02284 0.475448 0.0772818 0.00400189 2.98448e-05 0.732885 0.0227253 0.475467 0.0532194 0.00400565 1.28032e-05 0.72083 0.0226709 0.475473 0.0390491 0.00400564 1.24506e-05 0.720936 0.0226713 0.475473 0.0382197 0.00400146 2.644e-05 0.735259 0.0227309 0.475467 0.0533215 0.00399276 0.000124325 0.769841 0.0228909 0.475445 0.107573 0.00397023 0.000685635 0.858063 0.0231357 0.475423 0.487137 0.00396019 0.00379476 0.90044 0.0235881 0.475383 0.880732 0.00395656 0.00712118 0.912229 0.0239749 0.475355 0.980568 0.00395619 0.00778914 0.913509 0.0240657 0.475351 0.984248 -0.595244 0.43777 -0.595244 0.43777 -0.595244 0.43777 -1.18548 0.864957 -0.590239 0.427187 -1.1761 0.846898 -1.1761 0.846898 -1.17175 0.839381 -1.17175 0.839381 -1.17674 0.84737 -1.17674 0.84737 -1.19241 0.87496 -1.19241 0.87496 -1.23041 0.981564 -1.23041 0.981564 -1.26867 1.12696 -1.26867 1.12696 -1.2823 1.2024 -1.2823 1.2024 -0.642488 0.609741 -1.28523 1.22013 -0.642739 0.610392 -0.642739 0.610392 -0.642739 0.610392
0.405 -0 0 -11.028 -22.1101 -0 0 -21.941 -22.5311 -0 -0 -29.2326 -23.8637 -0 -0 -31.7217 -26.9452 -0 -0 -28.8709 -29.8878 -0 -0 -20.8583 -28.4811 -0 -0 -10.9543 -21.1203 -0 -0 -2.70216 -12.5936 -0 -0 -2.5386 -1.05199 -0 -0 -2.5386 -1.05199 0.00273412 7.15494e-05 0.626745 0.0189756 0.37738 0.0277086 0.00273936 1.08665e-05 0.60984 0.0188934 0.377401 0.0185793 0.00274372 3.52505e-06 0.596632 0.0188506 0.377408 0.0127747 0.0027437 3.12944e-06 0.596718 0.0188512 0.377408 0.0111807 0.00273863 7.45119e-06 0.613574 0.0189001 0.3774 0.014882 0.00272693 4.60774e-05 0.660715 0.019026 0.377377 0.0360663 0.00269614 0.00036228 0.796375 0.01923 0.377351 0.290823 0.00268084 0.00255493 0.884145 0.0196055 0.377305 0.845687 0.00267627 0.00490324 0.904772 0.0199355 0.377272 0.982978 0.00267579 0.00547982 0.906999 0.0200263 0.377267 0.987349 -0.555282 0.359081 -0.555282 0.359081 -0.555282 0.359081 -1.1027 0.71015 -0.547415 0.351069 -1.08838 0.696642 -1.08838 0.696642 -1.08198 0.690949 -1.08198 0.690949 -1.08974 0.696448 -1.08974 0.696448 -1.11642 0.717801 -1.11642 0.717801 -1.18613 0.822998 -1.18613 0.822998 -1.26291 1.00699 -1.26291 1.00699 -1.2951 1.12629 -1.2951 1.12629 -0.650639 0.57557 -1.30189 1.152 -0.651246 0.57643 -0.651246 0.57643 -0.651246 0.57643
0.455 -0 0 -5.43283 -17.2013 -0 0 -15.0003 -16.1449 -0 -0 -22.3681 -16.151 -0 -0 -25.6253 -19.3377 -0 -0 -23.2508 -26.0165 -0 -0 -15.9181 -29.0633 -0 -0 -8.95958 -20.6421 -0 -0 -2.54452 -11.6162 -0 -0 -2.72702 -0.60422 -0 -0 -2.72702 -0.60422 0.00191655 5.15056e-05 0.495516 0.0159203 0.282853 0.0126068 0.00192173 6.1758e-06 0.480819 0.0158608 0.282872 0.00891905 0.00192595 1.51228e-06 0.469227 0.0158272 0.282879 0.00609031 0.00192593 1.16714e-06 0.469295 0.015828 0.282879 0.00462482 0.00192081 2.97865e-06 0.485344 0.0158683 0.282872 0.00483001 0.00190789 2.27496e-05 0.535885 0.0159687 0.282849 0.0115618 0.00187209 0.000220992 0.698832 0.0161378 0.282823 0.14782 0.0018501 0.00178112 0.858472 0.0164448 0.282778 0.80584 0.00184444 0.00343226 0.893565 0.016719 0.282743 0.984995 0.00184384 0.00390633 0.897314 0.016805 0.282738 0.98988 -0.493538 0.287177 -0.493538 0.287177 -0.493538 0.287177 -0.977711 0.568918 -0.484173 0.28174 -0.960831 0.55974 -0.960831 0.55974 -0.953361 0.555695 -0.953361 0.555695 -0.962917 0.558941 -0.962917 0.558941 -0.998476 0.573222 -0.998476 0.573222 -1.1003 0.659462 -1.1003 0.659462 -1.22926 0.866826 -1.22926 0.866826 -1.29435 1.0331 -1.29435 1.0331 -0.653128 0.533764 -1.30746 1.06858 -0.654334 0.53482 -0.654334 0.53482 -0.654334 0.53482
