50.005 -4.5448 -6.15998 -5.82327 -4.49462 -1.97533 -0.756538 -0.0109989 1.52988 2.00771 2.76469 4.91098 5.50456 4.3259 3.02062 1.91143 0.245814 -2.01038 -3.23893 -3.44902 -3.75203 -4.15855 -3.79443 -2.73769
50.055 -4.87225 -6.44494 -6.16786 -5.0291 -2.64116 -1.34111 -0.49478 1.0916 1.59239 2.35894 4.51706 5.19566 4.37668 3.62135 2.68466 0.902893 -1.42361 -2.70551 -2.98474 -3.50037 -4.25734 -4.12793 -3.15346
50.105 -5.12348 -6.61115 -6.36045 -5.45713 -3.36577 -2.07268 -1.06461 0.696857 1.30964 2.03255 4.0331 4.70103 4.27111 4.13512 3.42859 1.55527 -0.826759 -2.16146 -2.52271 -3.21419 -4.23169 -4.30781 -3.44441
50.155 -5.2843 -6.66665 -6.42115 -5.77252 -4.11192 -2.91673 -1.70766 0.316862 1.10433 1.76841 3.52778 4.11536 4.03957 4.51397 4.08025 2.17607 -0.207386 -1.58022 -2.03834 -2.8816 -4.09235 -4.34734 -3.61357
50.205 -5.34421 -6.60781 -6.35769 -5.95921 -4.81801 -3.80182 -2.39037 -0.0863986 0.892492 1.51715 3.04874 3.53647 3.73608 4.7286 4.56922 2.7223 0.439931 -0.93793 -1.50826 -2.49461 -3.8625 -4.27374 -3.67192
50.255 -5.28683 -6.41577 -6.16318 -5.99505 -5.41638 -4.64359 -3.073 -0.551437 0.595362 1.22607 2.6109 3.02366 3.40844 4.77799 4.85206 3.15794 1.11246 -0.225852 -0.926792 -2.05921 -3.57297 -4.12207 -3.63965
50.305 -5.0774 -6.05266 -5.8125 -5.85426 -5.8498 -5.36567 -3.71907 -1.10843 0.156103 0.8571 2.2143 2.60729 3.09265 4.67996 4.92389 3.46851 1.78753 0.529832 -0.317577 -1.5939 -3.2422 -3.91366 -3.53581
50.355 -4.67188 -5.48367 -5.26997 -5.52014 -6.09152 -5.91458 -4.30147 -1.78016 -0.465032 0.384894 1.85744 2.31097 2.82464 4.46128 4.79829 3.6493 2.43359 1.29319 0.291917 -1.11763 -2.87998 -3.6583 -3.37485
50.405 -4.06825 -4.72227 -4.53202 -4.99643 -6.14082 -6.25437 -4.79635 -2.57697 -1.29301 -0.211141 1.52514 2.13581 2.62994 4.15813 4.50072 3.6977 3.02637 2.04797 0.898116 -0.633143 -2.49075 -3.36135 -3.16685
50.455 -3.34216 -3.81737 -3.66467 -4.36005 -5.99209 -6.34056 -5.15189 -3.4593 -2.30712 -0.933917 1.17237 2.01909 2.48886 3.82134 4.09981 3.63252 3.53359 2.76774 1.50313 -0.128892 -2.06508 -3.01605 -2.91042
50.505 -2.59168 -2.86626 -2.77568 -3.68394 -5.64018 -6.1334 -5.29539 -4.32913 -3.42295 -1.75397 0.739069 1.84967 2.33162 3.48412 3.68083 3.49683 3.92734 3.41053 2.09196 0.397631 -1.59243 -2.61115 -2.5975
50.555 -1.97948 -2.07797 -1.96789 -2.97156 -5.06371 -5.61574 -5.1762 -5.0623 -4.50232 -2.60678 0.187823 1.53499 2.08503 3.1455 3.29514 3.33279 4.20305 3.94297 2.63288 0.926249 -1.07677 -2.14545 -2.22645
50.605 -1.46453 -1.50648 -1.37231 -2.28467 -4.28785 -4.84736 -4.82546 -5.57081 -5.39767 -3.40307 -0.472441 1.04225 1.71517 2.79739 2.96333 3.16997 4.37404 4.34894 3.09035 1.42494 -0.52996 -1.62499 -1.80418
50.655 -1.00511 -1.04516 -0.909189 -1.63114 -3.41084 -3.96285 -4.34361 -5.83989 -6.02053 -4.07461 -1.2203 0.368217 1.215 2.43709 2.69247 3.02654 4.45993 4.62812 3.44075 1.87281 0.049027 -1.04701 -1.33578
50.705 -0.569681 -0.61515 -0.487338 -1.00567 -2.53626 -3.09178 -3.81988 -5.87946 -6.33168 -4.58017 -2.04021 -0.488102 0.580902 2.05612 2.47495 2.9057 4.47179 4.7847 3.67752 2.26666 0.667312 -0.407899 -0.825554
50.755 -0.125254 -0.148857 -0.038111 -0.398482 -1.74215 -2.33643 -3.31724 -5.70647 -6.32329 -4.88899 -2.90172 -1.50709 -0.179788 1.63347 2.28091 2.79371 4.40545 4.81729 3.80439 2.60875 1.32139 0.287053 -0.280509
50.805 0.369797 0.434668 0.516791 0.204801 -1.08786 -1.75975 -2.86766 -5.33896 -6.00744 -4.97062 -3.73682 -2.62208 -1.03738 1.13385 2.04912 2.65498 4.25167 4.72678 3.82774 2.89464 1.9995 1.034 0.298393
50.855 0.949647 1.21009 1.25256 0.853196 -0.571719 -1.3663 -2.46853 -4.80559 -5.42957 -4.82247 -4.45317 -3.71261 -1.93273 0.52532 1.69802 2.43081 4.01337 4.54169 3.76933 3.11486 2.6619 1.80682 0.908585
50.905 1.61285 2.13771 2.12965 1.55948 -0.131429 -1.08853 -2.08888 -4.15491 -4.67864 -4.4955 -4.97656 -4.64048 -2.783 -0.191946 1.1729 2.06861 3.69833 4.30239 3.65726 3.26281 3.2519 2.55311 1.53057
50.955 2.32539 3.08031 3.00697 2.25308 0.285762 -0.827556 -1.69074 -3.4445 -3.85969 -4.0663 -5.27487 -5.30604 -3.51194 -0.990928 0.46558 1.55096 3.31393 4.03449 3.50854 3.33912 3.73261 3.22557 2.13306
51.005 3.03001 3.94289 3.79519 2.88217 0.708032 -0.517909 -1.25724 -2.73233 -3.06682 -3.60263 -5.34832 -5.66372 -4.06791 -1.83787 -0.40514 0.889757 2.86743 3.7452 3.32808 3.3492 4.09463 3.79837 2.68852
51.055 3.67693 4.68853 4.46803 3.43199 1.14657 -0.133846 -0.792448 -2.07063 -2.37456 -3.15373 -5.21353 -5.70697 -4.41604 -2.68811 -1.39844 0.115097 2.35815 3.41961 3.10721 3.29643 4.34508 4.26485 3.18032
