50.01 0.224084 0.00541581 0.957979 0.853656 0.45912 0.794605 0.160152 0.0343967 0.00634872 0.942667 0.831719 0.544009 0.617402 0.409999 0.044225 0.832476 0.563737 0.562339 0.304347 0.427976 0.0496015 0.71007 0.999462 0.496402 0.291009 0.0199117 0.380221 0.0226127 0.975518 0.999853 0.605853 0.339747 0.013284 0.506784 0.105309 0.990185 0.999593 0.807527 0.50102 0.0224291 0.508093 0.262357 0.980735 0.998016 0.83985 0.339785 0.0198142 0.693981 0.36045 0.205835 0.671232 0.199344 0.650066 0.192853 0.6289 0.186363 0.607734 0.136629 0.536185 0.131699 0.516837 0.126769 0.497489 0.466621 0.25054 0.447739 0.240402 0.428857 0.230264 0.822549 0.255386 0.784666 0.243624 0.746783 0.231862 0.796254 0.345844 0.753703 0.327363 0.711152 0.308881 0.670388 0.320904 0.627723 0.300481 0.585058 0.280058 0.542393 0.259635 0.451132 0.366604 0.412617 0.335305 0.374101 0.304006 0.335585 0.272706
50.06 0.289768 0.00810888 0.96585 0.872956 0.438585 0.813554 0.143672 0.0430426 0.00460895 0.956243 0.836925 0.550806 0.635994 0.480689 0.0312929 0.677458 0.596635 0.612522 0.351118 0.453862 0.0722262 0.592789 0.998999 0.489845 0.293319 0.0267998 0.368382 0.0192048 0.968031 0.999849 0.579469 0.323226 0.0126875 0.482071 0.086459 0.98945 0.99973 0.776443 0.455767 0.0197314 0.494451 0.240394 0.988372 0.999778 0.808757 0.277481 0.0142444 0.660196 0.330741 0.235902 0.68716 0.228463 0.665492 0.221024 0.643824 0.213586 0.622156 0.134171 0.595404 0.12933 0.57392 0.124488 0.552435 0.398925 0.261929 0.382783 0.25133 0.366641 0.240732 0.784549 0.24222 0.748416 0.231064 0.712283 0.219909 0.791371 0.322021 0.749081 0.304813 0.706791 0.287604 0.677954 0.314393 0.634808 0.294384 0.591661 0.274376 0.548515 0.254367 0.500598 0.343212 0.457859 0.31391 0.41512 0.284608 0.372381 0.255306
50.11 0.362052 0.0131601 0.971992 0.890773 0.414352 0.828761 0.124133 0.0553595 0.00368314 0.965828 0.838977 0.550583 0.655127 0.538983 0.0244133 0.422653 0.650707 0.664471 0.391909 0.47958 0.102792 0.458857 0.997833 0.486804 0.305244 0.0396973 0.359192 0.0171841 0.95626 0.999838 0.554904 0.30842 0.0123139 0.459397 0.0705583 0.988333 0.999808 0.744824 0.415843 0.017449 0.476619 0.216974 0.992245 0.999958 0.777016 0.229888 0.0108897 0.632377 0.308871 0.269154 0.698213 0.260667 0.676196 0.25218 0.654179 0.243693 0.632163 0.137313 0.653947 0.132358 0.63035 0.127403 0.606753 0.324027 0.279742 0.310915 0.268423 0.297803 0.257103 0.736063 0.230852 0.702163 0.22022 0.668263 0.209588 0.784865 0.29989 0.742922 0.283864 0.70098 0.267838 0.683923 0.304233 0.640397 0.284871 0.596871 0.265509 0.553345 0.246147 0.533233 0.322648 0.487708 0.295102 0.442183 0.267555 0.396657 0.240009
50.16 0.436918 0.0228378 0.976776 0.9059 0.387126 0.840484 0.103242 0.0728626 0.00323634 0.972695 0.839989 0.544467 0.677383 0.583493 0.0213452 0.167774 0.725915 0.718257 0.430663 0.504602 0.142889 0.320974 0.994675 0.48692 0.329241 0.0632606 0.353749 0.0165413 0.937246 0.999819 0.532392 0.29507 0.0122029 0.438703 0.0570374 0.986778 0.999854 0.71322 0.381803 0.0155946 0.457397 0.192441 0.99435 0.999988 0.745074 0.1934 0.00872708 0.610216 0.291002 0.306336 0.704725 0.296676 0.682503 0.287016 0.660281 0.277357 0.638059 0.144531 0.709363 0.139316 0.683766 0.134101 0.65817 0.24269 0.303648 0.23287 0.291361 0.223049 0.279074 0.677661 0.221152 0.646451 0.210966 0.615241 0.200781 0.776569 0.279652 0.73507 0.264708 0.69357 0.249764 0.687918 0.29127 0.644137 0.272733 0.600357 0.254196 0.556576 0.235659 0.553972 0.305097 0.506676 0.279049 0.45938 0.253001 0.412084 0.226953
50.21 0.509979 0.0416753 0.980465 0.917822 0.35821 0.849145 0.0829095 0.09774 0.00314794 0.977688 0.841831 0.533264 0.703649 0.615016 0.0209266 0.0557585 0.800682 0.76459 0.468294 0.529361 0.195215 0.201707 0.986054 0.490172 0.366412 0.102896 0.353942 0.0176198 0.906279 0.999786 0.512273 0.283309 0.0124694 0.419896 0.0454665 0.984671 0.999882 0.682115 0.353326 0.0141246 0.43828 0.167408 0.995553 0.999996 0.713342 0.165229 0.00724804 0.592922 0.274888 0.347778 0.707529 0.336812 0.685219 0.325845 0.662908 0.314879 0.640598 0.155051 0.760686 0.149456 0.733237 0.143861 0.705788 0.176075 0.333901 0.16895 0.32039 0.161825 0.306879 0.61223 0.213156 0.584034 0.203339 0.555837 0.193522 0.765835 0.261312 0.72491 0.247348 0.683984 0.233383 0.689788 0.276419 0.645888 0.258827 0.601989 0.241235 0.55809 0.223644 0.566344 0.290278 0.517992 0.265495 0.46964 0.240713 0.421288 0.21593
50.26 0.577432 0.0787805 0.983222 0.926445 0.329095 0.855257 0.0647774 0.133027 0.00341352 0.981368 0.846068 0.517199 0.73142 0.634918 0.0224842 0.0224635 0.85828 0.797315 0.501299 0.553867 0.261186 0.11946 0.964593 0.497264 0.414789 0.158457 0.361932 0.021221 0.857042 0.999726 0.495048 0.273725 0.0133573 0.402895 0.0358866 0.9818 0.999899 0.65191 0.329701 0.0129793 0.420019 0.142806 0.996257 0.999998 0.682204 0.143308 0.00618787 0.579599 0.259245 0.394065 0.707747 0.381639 0.68543 0.369213 0.663112 0.356787 0.640795 0.168721 0.807291 0.162633 0.77816 0.156545 0.74903 0.13517 0.371408 0.1297 0.356379 0.124231 0.34135 0.544979 0.207371 0.519879 0.197821 0.49478 0.18827 0.751403 0.244815 0.711248 0.231733 0.671094 0.21865 0.689591 0.260529 0.645704 0.243948 0.601817 0.227367 0.55793 0.210787 0.572853 0.277731 0.523945 0.254019 0.475037 0.230308 0.42613 0.206596
50.31 0.636706 0.153058 0.98509 0.931702 0.30084 0.859337 0.049763 0.182746 0.0041533 0.984114 0.853591 0.495644 0.757588 0.644023 0.025832 0.0114077 0.898575 0.817814 0.526462 0.577376 0.337822 0.0713044 0.91828 0.510019 0.4699 0.220701 0.378357 0.0285998 0.783475 0.999608 0.481284 0.267441 0.0153345 0.387671 0.0284431 0.97778 0.99991 0.622927 0.310095 0.0121037 0.402949 0.119741 0.996664 0.999999 0.651991 0.126127 0.00540047 0.569412 0.243297 0.447469 0.706521 0.433359 0.684242 0.419249 0.661964 0.405139 0.639685 0.186075 0.848218 0.179361 0.81761 0.172646 0.787003 0.114536 0.416538 0.109901 0.399683 0.105266 0.382828 0.47987 0.20497 0.457769 0.19553 0.435668 0.18609 0.731466 0.230132 0.692377 0.217834 0.653288 0.205536 0.687508 0.244356 0.643754 0.228804 0.599999 0.213253 0.556245 0.197702 0.575275 0.266964 0.52616 0.244171 0.477046 0.221379 0.427931 0.198587
50.36 0.686561 0.304317 0.98591 0.933057 0.273518 0.861812 0.0379651 0.252245 0.00573493 0.986186 0.864212 0.466725 0.780088 0.641829 0.0312527 0.0069058 0.926062 0.82909 0.542656 0.599325 0.418366 0.0450051 0.828337 0.531839 0.527371 0.279376 0.401303 0.0412581 0.683047 0.999353 0.471363 0.266157 0.0192786 0.374302 0.0230234 0.971921 0.999916 0.595415 0.293684 0.0114569 0.38718 0.0991228 0.996876 0.999999 0.622973 0.112593 0.0048003 0.561656 0.226499 0.514638 0.704791 0.49841 0.682566 0.482182 0.660342 0.465954 0.638118 0.208572 0.882267 0.201046 0.850431 0.19352 0.818595 0.106875 0.468093 0.102551 0.449152 0.0982259 0.430211 0.417167 0.207325 0.397954 0.197776 0.378742 0.188228 0.704098 0.217216 0.666472 0.205609 0.628845 0.194001 0.68376 0.22855 0.640244 0.214005 0.596728 0.199459 0.553212 0.184914 0.574875 0.257518 0.525794 0.235532 0.476714 0.213546 0.427633 0.19156
50.41 0.72675 0.582664 0.985071 0.928686 0.245824 0.862903 0.0289074 0.349185 0.00918722 0.987758 0.876759 0.426907 0.797656 0.625694 0.0395329 0.0047717 0.944808 0.833865 0.550092 0.620084 0.495926 0.0308986 0.661507 0.568638 0.585556 0.330564 0.427635 0.0606836 0.559331 0.998747 0.465303 0.272079 0.0268436 0.363057 0.0193452 0.962998 0.999919 0.569578 0.279744 0.0110185 0.372709 0.0813351 0.996948 0.999999 0.59535 0.101915 0.00433473 0.555766 0.208448 0.609265 0.703194 0.590053 0.68102 0.570841 0.658846 0.551629 0.636672 0.239002 0.907985 0.230377 0.875221 0.221753 0.842457 0.107243 0.523572 0.102903 0.502386 0.0985636 0.4812 0.353357 0.215295 0.337083 0.205379 0.320808 0.195464 0.667928 0.205976 0.632234 0.194969 0.596541 0.183962 0.678511 0.213604 0.635329 0.20001 0.592148 0.186416 0.548966 0.172822 0.572553 0.248989 0.523671 0.227731 0.474789 0.206474 0.425906 0.185216
50.46 0.757452 0.859724 0.981444 0.915651 0.215655 0.862522 0.0218903 0.481494 0.017714 0.988942 0.889675 0.371473 0.809242 0.589937 0.0522684 0.00368616 0.957698 0.834415 0.549445 0.641356 0.566879 0.0235676 0.390901 0.628908 0.646161 0.375981 0.454911 0.0885045 0.421741 0.997178 0.462853 0.28779 0.0410838 0.354557 0.0171749 0.948888 0.999917 0.545607 0.267739 0.0107981 0.359483 0.066222 0.996908 1 0.569257 0.0935173 0.00396991 0.551297 0.188947 0.733608 0.702073 0.710475 0.679935 0.687343 0.657796 0.66421 0.635658 0.281773 0.923252 0.271606 0.889937 0.261438 0.856622 0.112865 0.58047 0.108298 0.556981 0.103731 0.533493 0.282155 0.229091 0.269161 0.21854 0.256166 0.207989 0.62269 0.196286 0.589414 0.185797 0.556138 0.175307 0.67177 0.199816 0.629017 0.1871 0.586265 0.174383 0.543512 0.161666 0.568954 0.24104 0.520379 0.220461 0.471804 0.199882 0.423229 0.179303
