50.005 -9.68452 10.7364 1.00919 4.97887 -8.06989 -14.4639 -11.3296 34.1506 1.4456 4.75035 -7.7312 -33.2827 -26.2467 19.2816 2.59643 4.14737 0.757067 -21.6218 -27.933 -18.4063 4.21071 2.78096 2.70894 13.9372 2.00389 -37.9653 4.26064 2.90428 -23.7628 35.213 36.3351 -17.6872 3.80992 3.46312 -51.4503 11.095 19.0015 8.08056 2.53321 4.76843 -36.8889 -15.6267 -33.3041 11.6189 2.63354 4.66996 11.6438 -18.1981 -56.2804 3.51777 2.83595 4.44982 37.4972 -10.5385 -27.7078 2.68413 2.95891 4.28861 5.32338 -9.78379
50.055 -9.65393 9.88276 0.999669 4.98352 -8.08248 -13.716 -11.2761 34.0021 1.43895 4.75407 -7.74924 -33.3104 -26.3039 19.9433 2.59947 4.1483 0.865688 -22.2594 -28.5251 -17.401 4.22703 2.77623 3.31831 12.7899 0.959023 -37.714 4.27715 2.89242 -22.8379 34.742 36.0642 -18.3314 3.82117 3.45216 -51.4202 11.6816 19.7869 7.14069 2.53008 4.77234 -37.6988 -14.8465 -32.0191 11.1916 2.60745 4.69767 10.1961 -17.8954 -55.9179 3.64044 2.78753 4.50184 36.8762 -10.6582 -28.4559 2.81231 2.90196 4.35597 5.90636 -9.90746
50.105 -9.63066 9.05737 0.990828 4.98787 -8.08643 -12.9868 -11.2311 33.8726 1.43311 4.75748 -7.75836 -33.3452 -26.3739 20.5922 2.60276 4.14898 0.990571 -22.8811 -29.1105 -16.428 4.2417 2.77157 3.93173 11.6802 -0.0532394 -37.4618 4.29244 2.8805 -21.9319 34.2662 35.8177 -18.9489 3.83121 3.44271 -51.4004 12.2309 20.5586 6.21774 2.52645 4.77676 -38.4866 -14.0812 -30.7675 10.7351 2.58256 4.7241 8.79031 -17.5645 -55.5495 3.72338 2.74221 4.55072 36.2491 -10.7434 -29.1669 2.90347 2.8481 4.41902 6.45141 -9.99887
50.155 -9.61507 8.26179 0.982666 4.99194 -8.08142 -12.2783 -11.195 33.7605 1.42798 4.76059 -7.75825 -33.3854 -26.4566 21.2274 2.60621 4.14942 1.13137 -23.4861 -29.6879 -15.486 4.25495 2.76692 4.54705 10.6072 -1.02825 -37.2106 4.30655 2.86685 -21.0471 33.7893 35.5937 -19.541 3.84015 3.43447 -51.3893 12.7457 21.3159 5.31351 2.52242 4.78157 -39.2519 -13.3322 -29.5482 10.2541 2.55884 4.74932 7.42587 -17.2092 -55.1781 3.76906 2.69973 4.59668 35.6202 -10.7962 -29.8427 2.95988 2.79721 4.47804 6.96151 -10.0597
50.205 -9.60736 7.49687 0.97519 4.99574 -8.06728 -11.5921 -11.1681 33.6639 1.42352 4.76342 -7.74875 -33.4297 -26.5513 21.8477 2.60973 4.14965 1.28753 -24.0738 -30.2564 -14.5732 4.26695 2.76201 5.16225 9.56983 -1.95944 -36.9619 4.31952 2.84829 -20.1849 33.3149 35.3904 -20.1088 3.84807 3.42701 -51.3855 13.2287 22.0574 4.42927 2.51808 4.7867 -39.994 -12.6004 -28.3599 9.75269 2.53622 4.77337 6.10197 -16.8328 -54.806 3.78015 2.65988 4.63989 34.9938 -10.8184 -30.4852 2.98398 2.74918 4.5333 7.43977 -10.0918
50.255 -9.60761 6.76273 0.968432 4.99928 -8.04401 -10.9291 -11.1503 33.5806 1.41964 4.76598 -7.72987 -33.4772 -26.6575 22.4514 2.61326 4.14965 1.45826 -24.6438 -30.8149 -13.6865 4.27784 2.75638 5.77561 8.56641 -2.83884 -36.7176 4.33141 2.82071 -19.3452 32.8469 35.2053 -20.6537 3.85508 3.41969 -51.3878 13.6829 22.781 3.56582 2.51352 4.79201 -40.7128 -11.8862 -27.1998 9.23474 2.51467 4.7963 4.81705 -16.4382 -54.4357 3.75938 2.62245 4.68051 34.3744 -10.8122 -31.0963 2.9783 2.70389 4.58504 7.88947 -10.0971
50.305 -9.61576 6.05875 0.962463 5.00258 -8.01178 -10.2897 -11.1414 33.5082 1.4163 4.7683 -7.70181 -33.527 -26.7744 23.0356 2.61674 4.14937 1.64259 -25.1954 -31.3628 -12.822 4.28776 2.7494 6.38574 7.59444 -3.66191 -36.4795 4.34228 2.78208 -18.5267 32.3898 35.0358 -21.1772 3.86125 3.41172 -51.3952 14.1116 23.4835 2.72357 2.50885 4.79734 -41.4077 -11.1896 -26.0637 8.70355 2.49412 4.81814 3.56863 -16.0283 -54.0698 3.70946 2.58727 4.71871 33.767 -10.7797 -31.6784 2.94533 2.6612 4.63349 8.3142 -10.0776
50.355 -9.6316 5.38361 0.957425 5.00563 -7.97093 -9.67363 -11.1413 33.4438 1.41347 4.77038 -7.66491 -33.5785 -26.9012 23.5975 2.62016 4.14873 1.83943 -25.7284 -31.8996 -11.9748 4.29681 2.74057 6.99162 6.65079 -4.43217 -36.2494 4.35221 2.73509 -17.7275 31.948 34.8788 -21.6808 3.86667 3.40248 -51.4067 14.5185 24.1616 1.9026 2.50418 4.80243 -42.0785 -10.5102 -24.9465 8.16201 2.47446 4.83891 2.35355 -15.6054 -53.711 3.63306 2.55419 4.75463 33.1767 -10.7232 -32.2335 2.88754 2.62099 4.67886 8.71774 -10.0352
50.405 -9.65487 4.73564 0.953581 5.00845 -7.92187 -9.08014 -11.1495 33.3851 1.41113 4.77221 -7.61959 -33.6312 -27.0368 24.1358 2.62347 4.14764 2.04762 -26.2431 -32.4248 -11.141 4.30508 2.72983 7.59244 5.73249 -5.15874 -36.0289 4.36126 2.68509 -16.9459 31.5246 34.7315 -22.1663 3.87142 3.39173 -51.4214 14.9067 24.8136 1.10279 2.4997 4.80698 -42.7258 -9.8474 -23.8441 7.61269 2.45543 4.85864 1.16897 -15.1715 -53.3615 3.53272 2.52306 4.78841 32.607 -10.6445 -32.7641 2.8073 2.58314 4.72136 9.10359 -9.97207
50.455 -9.68531 4.11317 0.951378 5.01103 -7.86501 -8.5087 -11.1657 33.3305 1.40929 4.77379 -7.56627 -33.6847 -27.1803 24.6517 2.62668 4.14603 2.26604 -26.7409 -32.9379 -10.3188 4.31264 2.71758 8.18754 4.83762 -5.85054 -35.8185 4.36949 2.63653 -16.1806 31.1206 34.5924 -22.6349 3.87559 3.37965 -51.4387 15.2789 25.4405 0.324029 2.49565 4.81051 -43.351 -9.20079 -22.7543 7.05785 2.43629 4.87732 0.0140022 -14.7286 -53.0223 3.4109 2.49371 4.82016 32.0595 -10.5459 -33.272 2.70687 2.54754 4.76116 9.47458 -9.88997
50.505 -9.72273 3.51485 0.951546 5.01338 -7.80074 -7.95921 -11.1894 33.28 1.40801 4.77512 -7.50537 -33.7393 -27.3308 25.1485 2.62977 4.1439 2.49362 -27.2238 -33.4387 -9.50974 4.31955 2.70456 8.77621 3.96579 -6.51378 -35.6172 4.37697 2.5918 -15.4316 30.7346 34.4612 -23.0877 3.87927 3.3666 -51.4585 15.6372 26.0458 -0.433484 2.49243 4.81226 -43.9564 -8.57012 -21.6783 6.49957 2.4151 4.89489 -1.1085 -14.2785 -52.693 3.26997 2.46593 4.85 31.5329 -10.4294 -33.7589 2.58847 2.51407 4.79844 9.83269 -9.79086
50.555 -9.76711 2.9402 0.955206 5.01547 -7.72933 -7.43258 -11.2205 33.2358 1.40738 4.77618 -7.43715 -33.7956 -27.4873 25.6338 2.63275 4.1413 2.72947 -27.6952 -33.9266 -8.72084 4.32585 2.69182 9.35754 3.11905 -7.15155 -35.4219 4.38377 2.55171 -14.6994 30.3613 34.3401 -23.5251 3.88258 3.3529 -51.4812 15.982 26.6373 -1.16888 2.49053 4.81087 -44.5459 -7.9556 -20.6223 5.93983 2.3876 4.91126 -2.18877 -13.8232 -52.3703 3.11222 2.4393 4.87803 31.0216 -10.2968 -34.2256 2.45422 2.4826 4.83336 10.1785 -9.67662
50.605 -9.81851 2.38856 0.963958 5.0173 -7.65118 -6.9305 -11.2585 33.1999 1.40761 4.77697 -7.36202 -33.8544 -27.6491 26.1125 2.63564 4.13837 2.97257 -28.1584 -34.4016 -7.95869 4.33154 2.68089 9.93058 2.30066 -7.76582 -35.2278 4.38995 2.51629 -13.9847 29.9966 34.2314 -23.9468 3.88567 3.33872 -51.5077 16.3142 27.2205 -1.88006 2.4907 4.80394 -45.1229 -7.35788 -19.5908 5.38062 2.34823 4.92622 -3.21261 -13.3643 -52.0493 2.93988 2.4131 4.90433 30.5214 -10.1503 -34.6722 2.3062 2.45301 4.86605 10.5127 -9.54914
50.655 -9.87701 1.85872 0.979877 5.0188 -7.56692 -6.45476 -11.3031 33.1738 1.40898 4.77752 -7.28062 -33.9168 -27.8151 26.5869 2.63847 4.13537 3.2218 -28.615 -34.8635 -7.22872 4.33656 2.67413 10.4944 1.51278 -8.35845 -35.0286 4.39557 2.4853 -13.2878 29.6371 34.1365 -24.3522 3.88873 3.32395 -51.5388 16.6358 27.7972 -2.5636 2.4942 4.78758 -45.6891 -6.77749 -18.585 4.8239 2.29611 4.93937 -4.17315 -12.9037 -51.7228 2.75514 2.38645 4.92894 30.0285 -9.99179 -35.0985 2.14646 2.4251 4.89666 10.8377 -9.41025
