0 0.75376 0.896755 -0.873027 -0.793585 0.51331 0.00809125 5.5096 5.95883 0.263311 0.282566 7.56655 5.04046 4.00536 3.28918 1.64119 0.568178 5.7672 5.4461
1 0.568017 -0.591547 -0.693804 -0.480943 0.377911 0.0864496 4.92607 1.28319 0.620861 0.407623 6.88955 5.43225 4.39308 3.14058 1.72769 0.579518 5.84637 5.67487
2 0.568017 -0.591547 -0.693804 -0.480943 0.377911 0.0864496 4.92607 1.28319 0.620861 0.407623 6.88955 5.43225 4.38017 3.08385 1.4504 0.57902 5.95487 6.4819
3 0.568017 -0.749656 -0.693804 -0.783818 -0.10443 0.0864496 4.92607 0.786478 0.620861 0.286473 4.47785 5.43225 4.44156 2.91418 1.4596 0.572041 5.40489 6.54519
4 0.568017 -0.749656 -0.693804 -0.783818 -0.10443 0.0864496 4.92607 0.786478 0.620861 0.286473 4.47785 5.43225 4.74335 2.85936 1.15051 0.509984 5.64888 5.94586
5 0.842368 -0.843892 -0.761201 -0.630526 -0.114397 0.106274 5.78797 0.490428 0.486405 0.347789 4.42802 5.53137 4.79424 2.49565 1.08442 0.491388 5.22579 6.09076
6 0.842368 -0.843892 -0.761201 -0.630526 -0.114397 0.106274 5.78797 0.490428 0.486405 0.347789 4.42802 5.53137 4.79979 2.01386 1.04544 0.49359 4.5295 6.04489
7 0.842368 -0.843892 -0.761201 -0.630526 -0.114397 0.106274 5.78797 0.490428 0.486405 0.347789 4.42802 5.53137 4.76705 2.09749 1.10141 0.503373 4.24566 5.91511
8 0.842368 -0.843892 -0.761201 -0.630526 -0.114397 0.106274 5.78797 0.490428 0.486405 0.347789 4.42802 5.53137 4.98594 2.06717 1.03434 0.478511 4.65176 5.66894
9 0.842368 -0.843892 -0.761201 -0.630526 -0.114397 0.106274 5.78797 0.490428 0.486405 0.347789 4.42802 5.53137 4.8219 2.12898 1.05621 0.450824 4.47955 5.22162
10 0.842368 -0.843892 -0.761201 -0.630526 -0.114397 0.106274 5.78797 0.490428 0.486405 0.347789 4.42802 5.53137 4.93357 2.47713 0.866703 0.375706 4.90243 5.3935
