1 0 0 -0 -0 0 0 0 0
2 -0.0372284 -0.271579 -0.0417304 -0.218573 -0.0163943 -0.131594 0.0782625 53.1255
3 0 0 -0 -0 0 0 0 0
4 0.309299 -0.18047 0.241954 -1.16485 0.133321 -0.0733512 -0.403272 4.08755
5 -0.157128 0.562136 0.0317916 -0.363653 -0.0782454 0.202066 -0.110283 -0.0413487
6 -0.0315479 -0.328554 -0.0192489 -7.05132 -0.0143656 -0.153479 0.0774353 -0.532204
7 0 0 -0 -0 0 0 0 0
8 0 0 -0 -0 0 0 0 0
9 0.0105037 -0.0138949 -0.00516786 -0.0246336 0.00469954 -0.00514837 0.0189239 0.0240508
10 0 0 -0 -0 0 0 0 0
11 0 0 -0 -0 0 0 0 0
12 0 0 -0 -0 0 0 0 0
13 0 0 -0 -0 0 0 0 0
14 0 0 -0 -0 0 0 0 0
15 0 0 -0 -0 0 0 0 0
16 0.045558 0.256186 0.0199371 -0.259874 0.0205013 0.0940882 -0.0712805 0.241664
17 0.0866519 -0.0615552 0.0206564 0.0697263 0.0399511 -0.0259565 -0.0811059 -0.0386497
18 -0.0797421 0.0655928 -0.0393901 0.263053 -0.0384164 0.0266482 0.171791 -0.16225
19 0.122882 0.0172652 0.0468164 -0.33696 0.0566551 0.00728035 -0.167382 0.313348
20 0 0 -0 -0 0 0 0 0
21 0 0 -0 -0 0 0 0 0
22 -0.00265417 0.0506265 -0.0601556 0.0737844 -0.00130041 0.0215597 0.270402 -0.0346396
23 0 0 -0 -0 0 0 0 0
24 0 0 -0 -0 0 0 0 0
25 0.00266124 -0.0481869 0.0152384 -0.0687144 0.0013021 -0.0211047 -0.0506743 0.0358825
26 0 0 -0 -0 0 0 0 0
27 0 0 -0 -0 0 0 0 0
28 0 0 -0 -0 0 0 0 0
29 0 0 -0 -0 0 0 0 0
30 0 0 -0 -0 0 0 0 0
31 0 0 -0 -0 0 0 0 0
32 0 0 -0 -0 0 0 0 0
33 0 0 -0 -0 0 0 0 0
34 0 0 -0 0.515527 0 0 0 -0.242024
35 0 0 -0 -0 0 0 0 0
36 0 0 -0 -0 0 0 0 0
37 0 0 -0 -0 0 0 0 0
38 0 0 -0 -0 0 0 0 0
39 0 0 -0 -0 0 0 0 0
40 0 0 -0 -0 0 0 0 0
41 0 0 -0 -0 0 0 0 0
42 0 0 -0 -0 0 0 0 0
43 0 0 -0 -0 0 0 0 0
44 0 0 -0 -0 0 0 0 0
45 0 0 -0 -0 0 0 0 0
46 0 0 -0 -0 0 0 0 0
47 0 0 -0 -0 0 0 0 0
48 0 0 -0 -0 0 0 0 0
49 0 0 -0 -0 0 0 0 0
50 0 0 -0 -0 0 0 0 0
51 0 0 -0 -0 0 0 0 0
52 0 0 -0 -0 0 0 0 0
53 0 0 -0 -0 0 0 0 0
54 0 0 -0 -0 0 0 0 0
55 0 0 -0 -0 0 0 0 0
56 0 0 -0 -0 0 0 0 0
57 0 0 -0 -0 0 0 0 0
58 0 0 -0 -0 0 0 0 0
59 0 0 -0 -0 0 0 0 0
60 0 0 -0 -0 0 0 0 0
61 0 0 -0 -0 0 0 0 0
62 0 0 -0 -0 0 0 0 0
63 0 0 -0 -0 0 0 0 0
64 0 0 -0 -0 0 0 0 0
65 0 0 -0 -0 0 0 0 0
66 0 0 -0 -0 0 0 0 0
67 0 0 -0 -0 0 0 0 0
68 0 0 -0 -0 0 0 0 0
69 0 0 -0 -0 0 0 0 0
70 0 0 -0 -0 0 0 0 0
71 0 0 -0 -0 0 0 0 0
72 0 0 -0 -0 0 0 0 0
73 0 0 -0 -0 0 0 0 0
74 0 0 -0 -0 0 0 0 0
75 0 0 -0 -0 0 0 0 0
76 0 0 -0 -0 0 0 0 0
77 -0.0140823 0 -0 -0 -0.00689963 0 0 0
78 0 0 -0 -0 0 0 0 0
79 0 0 -0 -0 0 0 0 0
80 0 0 -0 -0 0 0 0 0
81 0 0 -0 -0 0 0 0 0
82 0 0 -0 -0 0 0 0 0
83 0 0 -0 -0 0 0 0 0
84 0.0131246 0 -0 -0.0326295 0.0063839 0 0 0.0306286
85 0 0 -0 -0 0 0 0 0
86 0 0 -0 -0 0 0 0 0
87 0 0 -0 -0 0 0 0 0
88 0 0 -0 -0 0 0 0 0
89 0 0 -0 -0 0 0 0 0
90 0 0 -0 -0 0 0 0 0
91 0 0 -0 -0 0 0 0 0
92 0 0 -0 -0 0 0 0 0
93 0 0 -0 -0 0 0 0 0
94 0 0 -0 -0 0 0 0 0
95 0 0 -0 -0 0 0 0 0
96 0 0 -0 -0 0 0 0 0
97 0 0 -0 -0 0 0 0 0
98 0 0 -0 0.185953 0 0 0 -0.163836
99 0 0 -0 -0 0 0 0 0
100 0 0 -0 -0 0 0 0 0
