10.005 0.574095 0.673364 0.761744 0.837806 0.900319 0.948274 0.980894 0.997652 0.998277 0.982759 0.951349 0.904554 0.843132 0.768076 0.680599 0.582116 0.474219 0.358655 0.23729 0.112088 -0.0149265 -0.1417 -0.266181 -0.386358 0.98908 0.999786 0.994325 0.972785 0.935514 0.883115 0.816435 0.736552 0.644759 0.542539 0.431546 0.313574 0.190531 0.0644077 -0.0627575 -0.188908 -0.312003 -0.430053 -0.541149 -0.643494 -0.735433 -0.815479 -0.882338 -0.934929 1.63737 2.13341 1.80018 2.08667 1.93388 2.00619 2.03631 1.89326 2.10581 1.74972 2.14126 1.57789 2.14208 1.38053 2.10826 1.16086 2.04035 0.922412 1.93944 0.669048 1.80718 0.404864 1.64568 0.134134 1.45758 -0.138765 1.2459 -0.409421 1.01408 -0.673455 0.765857 -0.926599 0.505251 -1.16476 0.236474 -1.38408 -0.0361266 -1.58103 -0.308143 -1.7524 -0.575177 -1.89544 -0.832909 -2.00783 -1.07717 -2.08775 -1.30402 -2.1339
10.055 0.455785 0.565059 0.665195 0.754575 0.831753 0.89548 0.944727 0.978696 0.996839 0.998862 0.984732 0.954678 0.909187 0.848992 0.775069 0.688612 0.59102 0.48387 0.368895 0.247955 0.123006 -0.00393305 -0.130808 -0.255568 0.959333 0.9874 0.999499 0.995435 0.975274 0.939342 0.888219 0.822734 0.743944 0.653123 0.551741 0.441437 0.323994 0.201312 0.0753748 -0.0517816 -0.178101 -0.301539 -0.420102 -0.531871 -0.63504 -0.727939 -0.809067 -0.877111 1.43058 2.14507 1.62202 2.13583 1.78723 2.09205 1.92354 2.01444 2.02874 1.90425 2.10114 1.76328 2.13956 1.59378 2.14338 1.39851 2.11254 1.18063 2.04754 0.943658 1.94943 0.691424 1.81979 0.428009 1.66073 0.157673 1.47481 -0.115213 1.26504 -0.386236 1.03481 -0.651013 0.787851 -0.905263 0.52815 -1.14487 0.259909 -1.36597 -0.0125349 -1.56498 -0.284776 -1.73868 -0.552412 -1.88426 -0.811116 -1.99938 -1.0567 -2.08216
10.105 0.328777 0.445972 0.555954 0.656947 0.747315 0.825599 0.890533 0.941065 0.97638 0.995905 0.999326 0.986586 0.957893 0.913709 0.85475 0.781969 0.696542 0.599852 0.493462 0.379091 0.258591 0.133909 0.00706088 -0.119901 0.911282 0.956172 0.9856 0.99909 0.996424 0.977645 0.943056 0.893216 0.828933 0.751245 0.661409 0.560877 0.451275 0.334375 0.212069 0.0863327 -0.0407994 -0.167272 -0.291039 -0.4101 -0.52253 -0.626509 -0.720357 -0.802556 1.19649 2.11581 1.41291 2.14424 1.60647 2.138 1.77406 2.09718 1.91296 2.02245 2.02093 1.91502 2.09621 1.77662 2.1376 1.60948 2.14442 1.41633 2.11657 1.20026 2.05448 0.964791 1.95917 0.713717 1.83219 0.451102 1.67557 0.181192 1.49186 -0.0916475 1.28402 -0.363005 1.05542 -0.628493 0.809748 -0.883817 0.550986 -1.12485 0.283313 -1.34769 0.0110584 -1.54874 -0.261375 -1.72474 -0.529581 -1.87286 -0.789224 -1.99068
10.155 0.195496 0.318375 0.436105 0.546782 0.648618 0.739965 0.819346 0.885478 0.93729 0.973945 0.994851 0.999669 0.988321 0.960992 0.918122 0.860405 0.788774 0.704389 0.608612 0.502994 0.389242 0.269195 0.144795 0.0180539 0.845842 0.9067 0.952895 0.983682 0.998561 0.997293 0.979897 0.946656 0.898106 0.835032 0.758456 0.669614 0.569945 0.461058 0.344716 0.2228 0.0972802 -0.0298123 -0.156423 -0.280504 -0.400049 -0.513124 -0.617902 -0.712688 0.939574 2.04617 1.17683 2.11174 1.39506 2.14315 1.59073 2.13991 1.76068 2.10206 1.90215 2.03022 2.01287 1.92555 2.09103 1.78974 2.13538 1.62499 2.1452 1.43396 2.12033 1.21975 2.06117 0.985807 1.96868 0.735924 1.84436 0.474141 1.69021 0.20469 1.50872 -0.0680706 1.30284 -0.33973 1.0759 -0.605897 0.831548 -0.862265 0.573754 -1.10469 0.306682 -1.32925 0.0346503 -1.53232 -0.237942 -1.7106 -0.506686 -1.86123
10.205 0.0584849 0.184703 0.307934 0.426185 0.537545 0.640212 0.732526 0.812994 0.880315 0.933401 0.971393 0.993677 0.999891 0.989937 0.963974 0.922423 0.865955 0.795484 0.712149 0.617299 0.512465 0.399345 0.279767 0.155664 0.764262 0.839926 0.902008 0.949503 0.981644 0.997911 0.998041 0.982031 0.950141 0.902886 0.841031 0.765575 0.677739 0.578944 0.470786 0.355015 0.233504 0.108216 -0.0188217 -0.145555 -0.269934 -0.389949 -0.503657 -0.609221 0.664727 1.93749 0.918305 2.03894 1.15703 2.10741 1.37705 2.1418 1.5748 2.14156 1.74708 2.10669 1.89112 2.03774 2.00457 1.93585 2.0856 1.80265 2.13291 1.6403 2.14573 1.45143 2.12384 1.23909 2.06762 1.0067 1.97796 0.758042 1.85631 0.497122 1.70464 0.228163 1.52541 -0.0444854 1.32151 -0.316415 1.09624 -0.583227 0.853248 -0.840608 0.596454 -1.0844 0.330014 -1.31065 0.058238 -1.5157 -0.21448 -1.69625
10.255 -0.0796424 0.0475064 0.173887 0.297455 0.416214 0.528242 0.631727 0.724997 0.806543 0.875047 0.9294 0.968724 0.992382 0.999993 0.991433 0.96684 0.926613 0.871401 0.802098 0.719824 0.62591 0.521875 0.4094 0.290305 0.668099 0.757126 0.833909 0.897207 0.945997 0.979488 0.997141 0.998668 0.984047 0.953512 0.907558 0.846927 0.772602 0.685782 0.587873 0.480457 0.365271 0.244179 0.119139 -0.0078287 -0.134669 -0.259332 -0.379802 -0.494129 0.377197 1.79185 0.642254 1.92723 0.896926 2.03145 1.13709 2.10283 1.35887 2.14019 1.55868 2.14295 1.73328 2.11105 1.87985 2.04502 1.99602 1.94592 2.07992 1.81535 2.13018 1.65542 2.14599 1.46872 2.1271 1.25827 2.07381 1.02748 1.98699 0.780068 1.86804 0.520043 1.71887 0.251608 1.54191 -0.0208949 1.34002 -0.29306 1.11646 -0.560487 0.874844 -0.81885 0.619081 -1.06397 0.353306 -1.29189 0.0818187 -1.49891
10.305 -0.21625 -0.0905964 0.0365222 0.16305 0.286941 0.406192 0.518875 0.623167 0.717382 0.799995 0.869673 0.925286 0.965937 0.990968 0.999974 0.992809 0.969589 0.930691 0.876742 0.808615 0.727412 0.634446 0.531221 0.419405 0.559188 0.659879 0.749898 0.827791 0.892298 0.942376 0.977214 0.99625 0.999175 0.985943 0.956767 0.912119 0.852722 0.779535 0.693742 0.596731 0.490069 0.375484 0.254826 0.130047 0.00316521 -0.123768 -0.248699 -0.369609 0.082469 1.612 0.353948 1.77875 0.619704 1.91674 0.875438 2.02373 1.11702 2.09799 1.34053 2.13833 1.54237 2.14408 1.71926 2.11517 1.86836 2.05205 1.98724 1.95575 2.07398 1.82782 2.12719 1.67033 2.14599 1.48583 2.1301 1.27731 2.07976 1.04813 1.99578 0.802 1.87954 0.542901 1.73289 0.275023 1.55823 0.0026981 1.35837 -0.269671 1.13654 -0.537679 0.896335 -0.796992 0.641633 -1.04342 0.376556 -1.27297
10.355 -0.348731 -0.22697 -0.101539 0.0255335 0.152194 0.276393 0.396122 0.509446 0.614531 0.709679 0.793351 0.864193 0.921061 0.963034 0.989434 0.999834 0.994065 0.972221 0.934656 0.881976 0.815034 0.734912 0.642906 0.540503 0.439607 0.55004 0.651578 0.74258 0.821573 0.887281 0.938641 0.974821 0.995238 0.999561 0.98772 0.959907 0.916571 0.858413 0.786374 0.701618 0.605516 0.499623 0.38565 0.265441 0.140939 0.0141587 -0.112851 -0.238036 -0.213832 1.40141 0.0588886 1.59633 0.330657 1.76545 0.597079 1.90601 0.853845 2.01575 1.0968 2.0929 1.32203 2.1362 1.52587 2.14496 1.70504 2.11903 1.85664 2.05883 1.97821 1.96534 2.06779 1.84007 2.12394 1.68504 2.14574 1.50277 2.13284 1.29619 2.08545 1.06865 2.00433 0.823835 1.89081 0.565694 1.74671 0.298405 1.57436 0.0262908 1.37655 -0.246249 1.15649 -0.514806 0.917717 -0.775038 0.664108 -1.02274
10.405 -0.474558 -0.359014 -0.237664 -0.11247 0.0145418 0.141319 0.26581 0.386004 0.499955 0.605821 0.701891 0.78661 0.858609 0.916724 0.960014 0.98778 0.999573 0.995201 0.974736 0.938508 0.887104 0.821355 0.742323 0.651288 0.311638 0.429706 0.540826 0.643199 0.735172 0.815256 0.882157 0.934792 0.972311 0.994107 0.999826 0.989378 0.962931 0.920912 0.864 0.793118 0.709409 0.614229 0.509116 0.39577 0.276024 0.151815 0.0251506 -0.101921 -0.506053 1.16407 -0.237295 1.38345 0.035301 1.58047 0.307326 1.75193 0.574381 1.89505 0.832148 2.00754 1.07646 2.08756 1.30336 2.13382 1.50919 2.14557 1.69061 2.12263 1.84469 2.06536 1.96894 1.9747 2.06136 1.8521 2.12043 1.69955 2.14522 1.51952 2.13532 1.31492 2.09089 1.08905 2.01264 0.84557 1.90185 0.588418 1.76031 0.321751 1.5903 0.0498803 1.39457 -0.222797 1.17629 -0.491871 0.938988 -0.752991
10.455 -0.59133 -0.484206 -0.369253 -0.248328 -0.123388 0.00354829 0.130427 0.255196 0.375839 0.490403 0.597038 0.694018 0.779775 0.852922 0.912276 0.956878 0.986007 0.999191 0.996217 0.977133 0.942247 0.892125 0.827576 0.749645 0.177722 0.301173 0.419753 0.531546 0.634743 0.727675 0.80884 0.876926 0.930831 0.969683 0.992855 0.999971 0.990916 0.965838 0.925141 0.869483 0.799766 0.717115 0.622867 0.518548 0.405842 0.286574 0.162672 0.0361393 -0.788619 0.904514 -0.52895 1.14418 -0.260729 1.36533 0.0117092 1.56441 0.283958 1.73819 0.551615 1.88387 0.810351 1.99908 1.05598 2.08196 1.28454 2.13117 1.49232 2.14593 1.67597 2.12598 1.83252 2.07165 1.95944 1.98382 2.05467 1.86391 2.11667 1.71385 2.14445 1.53609 2.13754 1.33348 2.09607 1.10931 2.02071 0.867204 1.91267 0.611071 1.7737 0.345058 1.60604 0.0734638 1.41242 -0.199318 1.19595 -0.468876
